Year,ID,STATION NAME,STATION LOCATION,AIR INTAKE,Ambient,Road-side,CAAQS,NAPS,AQHI/AQI,O3,PM2.5,NO2,SO2,CO,TRS,,
2013,14064,SARNIA,"FRONT ST. N./CN TRACKS, CENTENNIAL PARK",3,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2013,15020,GRAND BEND,POINT BLAKE CONSERVATION AREA,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2013,15026,LONDON,42 ST. JULIEN ST.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,16015,PORT STANLEY,"43665 DEXTER LINE, ELGIN WATER T. PLANT",5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2013,18007,TIVERTON,4th CONCESSION/BRUCE RD. 23,4,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2013,21005,BRANTFORD,324 GRAND RIVER AVE.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,26060,KITCHENER,WEST AVE./HOMEWOOD AVE.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,27067,ST. CATHARINES,"ARGYLE CRES., PUMP STN.",4,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,28028,GUELPH,EXHIBITION ST./CLARK ST. W.,4,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,29000,HAMILTON DOWNTOWN,ELGIN ST./KELLY ST.,4,Y,Y,Y,Y,Y,R,R,R,R,R,R,,
2013,29114,HAMILTON MOUNTAIN,VICKERS RD./E. 18TH ST.,3,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2013,29118,HAMILTON WEST,MAIN ST. W./HWY 403,3,Y,Y,N,N,Y,R,R,R,NR,NR,NR,,
2013,31103,TORONTO DOWNTOWN,BAY ST./WELLESLEY ST. W.,10,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,33003,TORONTO EAST,KENNEDY RD./LAWRENCE AVE. E.,4,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,34020,TORONTO NORTH,HENDON AVE./YONGE ST.,5,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,35125,TORONTO WEST,125 RESOURCES RD.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2013,44008,BURLINGTON,NORTH SHORE BLVD. E./LAKESHORE RD.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,44017,OAKVILLE,"EIGHTH LINE/GLENASHTON DR., HALTON RESERVOIR",12,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,45026,OSHAWA,"2000 SIMCOE ST. N., DURHAM COLLEGE",7,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,46089,BRAMPTON,"525 MAIN ST. N., PEEL MANOR",5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,46108,MISSISSAUGA,"3359 MISSISSAUGA RD. N., U of T MISSISSAUGA",5,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2013,47045,BARRIE,83 PERRY ST.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,48006,NEWMARKET,EAGLE ST. W./McCAFFREY RD.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2013,49005,PARRY SOUND,7 BAY ST.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2013,49010,DORSET,1026 BELLWOOD ACRES RD.,3,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2013,51001,OTTAWA DOWNTOWN,RIDEAU ST./WURTEMBURG ST.,4,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2013,51002,OTTAWA CENTRAL,960 CARLING AVE.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2013,51010,PETAWAWA,PETAWAWA RESEARCH FOREST FACILITY,6,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2013,52022,KINGSTON,752 KING ST. W.,13,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,54012,BELLEVILLE,"2 SIDNEY ST., WATER TREATMENT PLANT",10,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2013,56010,MORRISBURG,"COUNTY RD. 2, MORRISBURG WATER TOWER",5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2013,56051,CORNWALL,BEDFORD ST./3RD ST. W.,4,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2013,59006,PETERBOROUGH,10 HOSPITAL DR.,10,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,63203,THUNDER BAY,421 JAMES ST. S.,15,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2013,71078,SAULT STE. MARIE,SAULT COLLEGE,8,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2013,75010,NORTH BAY,"CHIPPEWA ST. W., DEPT. NATIONAL DEFENCE",4,Y,Y,N,Y,Y,R,R,R,NR,NR,NR,,
2013,77233,SUDBURY,155 ELM ST.,3,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2012,12008,WINDSOR DOWNTOWN,467 UNIVERSITY AVE. W.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2012,12016,WINDSOR WEST,COLLEGE AVE./SOUTH ST.,4,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2012,13001,CHATHAM,435 GRAND AVE. W.,15,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,14064,SARNIA,"FRONT ST. N./CN TRACKS, CENTENNIAL PARK",3,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2012,15020,GRAND BEND,POINT BLAKE CONSERVATION AREA,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2012,15025,LONDON,900 HIGHBURY AVE. N.,4,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,16015,PORT STANLEY,"43665 DEXTER LINE, ELGIN WATER T. PLANT",5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2012,18007,TIVERTON,4th CONCESSION/BRUCE RD. 23,4,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2012,21005,BRANTFORD,324 GRAND RIVER AVE.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,26060,KITCHENER,WEST AVE./HOMEWOOD AVE.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,27067,ST. CATHARINES,"ARGYLE CRES., PUMP STN.",4,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,28028,GUELPH,EXHIBITION ST./CLARK ST. W.,4,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,29000,HAMILTON DOWNTOWN,ELGIN ST./KELLY ST.,4,Y,Y,Y,Y,Y,R,R,R,R,R,R,,
2012,29114,HAMILTON MOUNTAIN,VICKERS RD./E. 18TH ST.,3,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2012,29118,HAMILTON WEST,MAIN ST. W./HWY 403,3,Y,Y,N,N,Y,R,R,R,NR,NR,NR,,
2012,31103,TORONTO DOWNTOWN,BAY ST./WELLESLEY ST. W.,10,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,33003,TORONTO EAST,KENNEDY RD./LAWRENCE AVE. E.,4,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,34020,TORONTO NORTH,HENDON AVE./YONGE ST.,5,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,35125,TORONTO WEST,125 RESOURCES RD.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2012,44008,BURLINGTON,NORTH SHORE BLVD. E./LAKESHORE RD.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,44017,OAKVILLE,"EIGHTH LINE/GLENASHTON DR., HALTON RESERVOIR",12,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,45026,OSHAWA,"2000 SIMCOE ST. N., DURHAM COLLEGE",7,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,46089,BRAMPTON,"525 MAIN ST. N., PEEL MANOR",5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,46108,MISSISSAUGA,"3359 MISSISSAUGA RD. N., U of T MISSISSAUGA",5,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2012,47045,BARRIE,83 PERRY ST.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,48006,NEWMARKET,EAGLE ST. W./McCAFFREY RD.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2012,49005,PARRY SOUND,7 BAY ST.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2012,49010,DORSET,1026 BELLWOOD ACRES RD.,3,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2012,51001,OTTAWA DOWNTOWN,RIDEAU ST./WURTEMBURG ST.,4,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2012,51002,OTTAWA CENTRAL,960 CARLING AVE.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2012,51010,PETAWAWA,PETAWAWA RESEARCH FOREST FACILITY,6,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2012,52022,KINGSTON,752 KING ST. W.,13,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,54012,BELLEVILLE,"2 SIDNEY ST., WATER TREATMENT PLANT",10,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2012,56010,MORRISBURG,"COUNTY RD. 2, MORRISBURG WATER TOWER",5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2012,56051,CORNWALL,BEDFORD ST./3RD ST. W.,4,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2012,59006,PETERBOROUGH,10 HOSPITAL DR.,10,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,63203,THUNDER BAY,421 JAMES ST. S.,15,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2012,71078,SAULT STE. MARIE,SAULT COLLEGE,8,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2012,75010,NORTH BAY,"CHIPPEWA ST. W., DEPT. NATIONAL DEFENCE",4,Y,Y,N,Y,Y,R,R,R,NR,NR,NR,,
2012,77219,SUDBURY,1222 RAMSEY LAKE RD.,3,Y,N,Y,Y,Y,R,R,NR,R,NR,NR,,
2011,12008,WINDSOR DOWNTOWN,467 UNIVERSITY AVE. W.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2011,12016,WINDSOR WEST,COLLEGE AVE./SOUTH ST.,4,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2011,13001,CHATHAM,435 GRAND AVE. W.,15,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2011,14064,SARNIA,"FRONT ST. N./CN TRACKS, CENTENNIAL PARK",3,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2011,15020,GRAND BEND,POINT BLAKE CONSERVATION AREA,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2011,15025,LONDON,900 HIGHBURY AVE. N.,4,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2011,16015,PORT STANLEY,"43665 DEXTER LINE, ELGIN WATER T. PLANT",5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2011,18007,TIVERTON,4th CONCESSION/BRUCE RD. 23,4,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2011,21005,BRANTFORD,324 GRAND RIVER AVE.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2011,26060,KITCHENER,WEST AVE./HOMEWOOD AVE.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2011,27067,ST. CATHARINES,"ARGYLE CRES., PUMP STN.",4,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2011,28028,GUELPH,EXHIBITION ST./CLARK ST. W.,4,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2011,29000,HAMILTON DOWNTOWN,ELGIN ST./KELLY ST.,4,Y,Y,Y,Y,Y,R,R,R,R,R,R,,
2011,29114,HAMILTON MOUNTAIN,VICKERS RD./E. 18TH ST.,3,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2011,29118,HAMILTON WEST,MAIN ST. W./HWY 403,3,Y,Y,N,N,Y,R,R,R,NR,NR,NR,,
2011,31103,TORONTO DOWNTOWN,BAY ST./WELLESLEY ST. W.,10,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2011,33003,TORONTO EAST,KENNEDY RD./LAWRENCE AVE. E.,4,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2011,34020,TORONTO NORTH,HENDON AVE./YONGE ST.,5,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2011,35125,TORONTO WEST,125 RESOURCES RD.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2011,44008,BURLINGTON,NORTH SHORE BLVD. E./LAKESHORE RD.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2011,44017,OAKVILLE,"EIGHTH LINE/GLENASHTON DR., HALTON RESERVOIR",12,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2011,45026,OSHAWA,"2000 SIMCOE ST. N., DURHAM COLLEGE",7,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2011,46089,BRAMPTON,"525 MAIN ST. N., PEEL MANOR",5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2011,46108,MISSISSAUGA,"3359 MISSISSAUGA RD. N., U of T MISSISSAUGA",5,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2011,47045,BARRIE,83 PERRY ST.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2011,48006,NEWMARKET,EAGLE ST. W./McCAFFREY RD.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2011,49005,PARRY SOUND,7 BAY ST.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2011,49010,DORSET,1026 BELLWOOD ACRES RD.,3,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2011,51001,OTTAWA DOWNTOWN,RIDEAU ST./WURTEMBURG ST.,4,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2011,51002,OTTAWA CENTRAL,960 CARLING AVE.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2011,51010,PETAWAWA,PETAWAWA RESEARCH FOREST FACILITY,6,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2011,52022,KINGSTON,752 KING ST. W.,13,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2011,54012,BELLEVILLE,"2 SIDNEY ST., WATER TREATMENT PLANT",10,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2011,56010,MORRISBURG,"COUNTY RD. 2, MORRISBURG WATER TOWER",5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2011,56051,CORNWALL,BEDFORD ST./3RD ST. W.,4,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2011,59006,PETERBOROUGH,10 HOSPITAL DR.,10,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2011,63203,THUNDER BAY,421 JAMES ST. S.,15,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2011,71078,SAULT STE. MARIE,SAULT COLLEGE,8,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2011,75010,NORTH BAY,"CHIPPEWA ST. W., DEPT. NATIONAL DEFENCE",4,Y,Y,N,Y,Y,R,R,R,NR,NR,NR,,
2011,77219,SUDBURY,1222 RAMSEY LAKE RD.,3,Y,N,Y,Y,Y,R,R,NR,R,NR,NR,,
2010,12008,WINDSOR DOWNTOWN,467 UNIVERSITY AVE. W.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2010,12016,WINDSOR WEST,COLLEGE AVE./SOUTH ST.,4,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2010,13001,CHATHAM,435 GRAND AVE. W.,15,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2010,14064,SARNIA,"FRONT ST. N./CN TRACKS, CENTENNIAL PARK",3,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2010,15020,GRAND BEND,POINT BLAKE CONSERVATION AREA,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2010,15025,LONDON,900 HIGHBURY AVE. N.,4,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2010,16015,PORT STANLEY,"43665 DEXTER LINE, ELGIN WATER T. PLANT",5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2010,18007,TIVERTON,4th CONCESSION/BRUCE RD. 23,4,Y,N,N,Y,Y,R,R,R,R,NR,NR,,
2010,21005,BRANTFORD,324 GRAND RIVER AVE.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2010,26060,KITCHENER,WEST AVE./HOMEWOOD AVE.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2010,27067,ST. CATHARINES,"ARGYLE CRES., PUMP STN.",4,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2010,28028,GUELPH,EXHIBITION ST./CLARK ST. W.,4,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2010,29000,HAMILTON DOWNTOWN,ELGIN ST./KELLY ST.,4,Y,Y,Y,Y,Y,R,R,R,R,R,R,,
2010,29114,HAMILTON MOUNTAIN,VICKERS RD./E. 18TH ST.,3,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2010,29118,HAMILTON WEST,MAIN ST. W./HWY 403,3,Y,Y,N,N,Y,R,R,R,NR,NR,NR,,
2010,31103,TORONTO DOWNTOWN,BAY ST./WELLESLEY ST. W.,10,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2010,33003,TORONTO EAST,KENNEDY RD./LAWRENCE AVE. E.,4,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2010,34020,TORONTO NORTH,HENDON AVE./YONGE ST.,5,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2010,35125,TORONTO WEST,125 RESOURCES RD.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2010,44008,BURLINGTON,NORTH SHORE BLVD. E./LAKESHORE RD.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2010,44017,OAKVILLE,"EIGHTH LINE/GLENASHTON DR., HALTON RESERVOIR",12,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2010,45026,OSHAWA,"2000 SIMCOE ST. N., DURHAM COLLEGE",7,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2010,46089,BRAMPTON,"525 MAIN ST. N., PEEL MANOR",5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2010,46108,MISSISSAUGA,"3359 MISSISSAUGA RD. N., U of T MISSISSAUGA",5,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2010,47045,BARRIE,83 PERRY ST.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2010,48006,NEWMARKET,EAGLE ST. W./McCAFFREY RD.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2010,49005,PARRY SOUND,7 BAY ST.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2010,49010,DORSET,1026 BELLWOOD ACRES RD.,3,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2010,51001,OTTAWA DOWNTOWN,RIDEAU ST./WURTEMBURG ST.,4,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2010,51002,OTTAWA CENTRAL,960 CARLING AVE.,5,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2010,51010,PETAWAWA,PETAWAWA RESEARCH FOREST FACILITY,6,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2010,52022,KINGSTON,752 KING ST. W.,13,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2010,54012,BELLEVILLE,"2 SIDNEY ST., WATER TREATMENT PLANT",10,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2010,56010,MORRISBURG,"COUNTY RD. 2, MORRISBURG WATER TOWER",5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2010,56051,CORNWALL,BEDFORD ST./3RD ST. W.,4,Y,N,N,Y,Y,R,R,R,NR,NR,NR,,
2010,59006,PETERBOROUGH,10 HOSPITAL DR.,10,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2010,63203,THUNDER BAY,421 JAMES ST. S.,15,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2010,71078,SAULT STE. MARIE,SAULT COLLEGE,8,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2010,75010,NORTH BAY,"CHIPPEWA ST. W., DEPT. NATIONAL DEFENCE",4,Y,Y,N,Y,Y,R,R,R,NR,NR,NR,,
2010,77219,SUDBURY,1222 RAMSEY LAKE RD.,3,Y,N,Y,Y,Y,R,R,NR,R,NR,NR,,
2009,12008,WINDSOR DOWNTOWN,467 UNIVERSITY AVE. W.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2009,12016,WINDSOR WEST,COLLEGE AVE./SOUTH ST.,4,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2009,13001,CHATHAM,435 GRAND AVE. W.,15,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2009,14064,SARNIA,"FRONT ST. N./CN TRACKS, CENTENNIAL PARK",3,Y,N,N,Y,Y,R,R,R,R,NR,R,,
2009,15020,GRAND BEND,POINT BLAKE CONSERVATION AREA,5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2009,15025,LONDON,900 HIGHBURY AVE. N.,4,Y,N,Y,Y,Y,R,R,R,R,R,NR,,
2009,16015,PORT STANLEY,"43665 DEXTER LINE, ELGIN WATER T. PLANT",5,Y,N,N,Y,Y,R,R,NR,NR,NR,NR,,
2009,18007,TIVERTON,4th CONCESSION/BRUCE RD. 23,4,Y,N,N,Y,Y,R,R,R,R,NR,NR,,
2009,21005,BRANTFORD,324 GRAND RIVER AVE.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2009,26060,KITCHENER,WEST AVE./HOMEWOOD AVE.,5,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2009,27067,ST. CATHARINES,"ARGYLE CRES., PUMP STN.",4,Y,N,Y,Y,Y,R,R,R,NR,NR,NR,,
2009,28028,GUELPH,EXHIBITION ST./CLARK ST. W.,4,Y,N,Y,Y,Y,R,R,NR,NR,NR,NR,,
2009,29000,HAMILTON DOWNTOWN,ELGIN ST./KELLY ST.,4,Y,Y,Y,Y,Y,R,R,R,R,R,R,,
2009,29114,HAMILTON MOUNTAIN,VICKERS RD./E. 18TH ST.,3,Y,N,Y,Y,Y,R,R,R,R,NR,NR,,
2009,29118,HAMILTON WEST,MAIN ST. W./HWY 403,3,Y,Y,N,N,Y,R,R,NR,NR,NR,NR,,
2009,31103,TORONTO DOWNTOWN,BAY ST./WELLESLEY ST. W.,10,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
2009,33003,TORONTO EAST,KENNEDY RD./LAWRENCE AVE. E.,4,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2009,34020,TORONTO NORTH,HENDON AVE./YONGE ST.,5,Y,Y,Y,Y,Y,R,R,R,NR,NR,NR,,
2009,35125,TORONTO WEST,125 RESOURCES RD.,8,Y,Y,Y,Y,Y,R,R,R,R,R,NR,,
