Year,Station Number,City,Location,Type,Valid Hour,10th Percentile,30th Percentile,50th Percentile,70th Percentile,90th Percentile,99 Percentile,Mean,1-Hour Maximum,24-Hour  Maximum,No. of Times Above 1-Hour Criterion,
2017,45026,Oshawa,"2000 Simcoe St. N., Durham College",A,8664,11,22,28,34,42,63,27.9,86,60,3,
2017,46090,Brampton,109 McLaughlin Rd. S.,A,8733,9,21,28,34,42,60,27.2,75,60,0,
2017,46108,Mississauga,"3359 Mississauga Rd. N., U of T Campus",A,8700,6,19,27,33,42,59,26.2,78,62,0,
2017,47045,Barrie,83 Perry St.,A,8640,9,20,27,33,40,54,25.9,75,53,0,
2017,48006,Newmarket,Eagle St. W./McCaffrey Rd.,A,8691,12,22,28,34,42,58,27.9,85,58,2,
2017,49005,Parry Sound,7 Bay St.,A,8688,15,25,30,35,42,56,29.7,74,63,0,
2017,49010,Dorset,1026 Bellwood Acres Rd.,A,8619,8,21,28,34,42,54,26.9,69,52,0,
2017,51001,Ottawa Downtown,Rideau St./Wurtemburg St.,A,8683,12,20,26,31,39,53,25.5,71,57,0,
2017,51002,Ottawa Central,960 Carling Ave.,A,8695,11,21,27,32,40,54,26.2,76,57,0,
2017,51010,Petawawa,Petawawa Research Forest Facility,A,8738,10,20,27,32,40,51,25.8,65,57,0,
2017,52023,Kingston,23 Beechgrove Lane,A,8650,16,25,30,36,44,60,30.4,94,62,3,
2017,54012,Belleville,"2 Sidney St., Water Treatment Plant",A,8701,14,24,30,36,45,62,30.2,86,63,4,
2017,56051,Cornwall,Bedford St./3rd St. W.,A,8666,12,22,28,33,41,56,27.2,72,63,0,
2017,59006,Peterborough,10 Hospital Dr.,A,8685,14,23,29,35,43,59,28.9,80,60,0,
2017,63203,Thunder Bay,421 James St. S.,A,8635,6,18,25,30,37,45,23.4,51,44,0,
2017,71078,Sault Ste. Marie,Sault College,A,8705,15,23,29,33,40,50,28.1,70,46,0,
2017,75010,North Bay,"Chippewa St. W., Dept. National Defence",A,8749,10,21,27,32,40,52,26.4,69,56,0,
2017,77233,Sudbury,155 Elm St.,A,8683,12,21,26,32,39,49,25.9,69,50,0,
2016,12008,Windsor Downtown,467 University Ave. W.,A,8749,9,20,27,34,47,68,27.7,95,55,7,
2016,12016,Windsor West,College Ave./South St.,A,8745,9,20,27,34,47,68,27.7,95,54,15,
2016,13001,Chatham,435 Grand Ave. W.,A,8607,15,23,29,35,45,63,29.6,84,55,2,
2016,14111,Sarnia,700 Christina St. N.,A,6395,14,22,28,35,45,66,28.8,83,53,4,
2016,15020,Grand Bend,Point Blake Conservation Area,A,8731,17,25,30,36,44,65,30.7,91,61,16,
2016,15026,London,42 St. Julien St.,A,8676,8,22,29,35,46,63,28.2,82,57,2,
2016,16015,Port Stanley,"43665 Dexter Line, Elgin Water T. Plt",A,8672,18,27,32,38,48,68,32.9,84,68,7,
2016,18007,Tiverton,4th Concession/Bruce Rd. 23,A,8593,21,27,33,38,45,64,33.1,85,66,1,
2016,21005,Brantford,324 Grand River Ave.,A,8712,10,23,30,36,47,67,29.5,84,63,8,
2016,26060,Kitchener,West Ave./Homewood Ave.,A,8539,12,23,29,35,45,63,28.8,81,57,2,
2016,27067,St. Catharines,"Argyle Cres., Pump Stn.",A,8639,13,24,30,36,46,64,29.8,80,66,0,
2016,28028,Guelph,Exhibition St./Clark St. W.,A,8670,12,22,29,35,45,64,28.7,82,54,1,
2016,29000,Hamilton Downtown,Elgin St./Kelly St.,A,8699,10,20,27,32,43,64,26.7,78,62,0,
2016,29114,Hamilton Mountain,Vickers Rd./E. 18th St.,A,8706,14,23,29,35,45,65,29.5,76,58,0,
2016,29118,Hamilton West,Main St. W./Hwy 403,A,8750,4,18,25,31,40,60,24.4,78,55,0,
2016,31103,Toronto Downtown,Bay St./Wellesley St. W.,A,8706,11,19,25,31,40,61,25.6,81,49,1,
2016,33003,Toronto East,Kennedy Rd./Lawrence Ave. E.,A,8661,8,19,25,31,42,65,25.5,99,50,4,
2016,34020,Toronto North,Hendon Ave./Yonge St.,A,8663,9,19,26,32,42,64,25.9,85,55,3,
2016,35125,Toronto West,125 Resources Rd.,A,8697,4,14,21,28,40,61,22.1,79,50,0,
2016,44008,Burlington,North Shore Blvd. E./Lakeshore Rd.,A,8692,10,21,28,34,44,64,27.6,80,56,0,
2016,44017,Oakville,"Eighth Line/Glenashton Dr., Halton Res.",A,8709,11,21,27,33,41,62,27.1,74,55,0,
2016,45026,Oshawa,"2000 Simcoe St. N., Durham College",A,8698,12,21,27,33,41,62,27.2,81,54,2,
2016,46089,Brampton,"525 Main St.  N., Peel Manor",A,8696,9,20,27,34,43,64,27.1,79,55,0,
2016,46108,Mississauga,"3359 Mississauga Rd. N., U Of T Campus",A,8679,6,19,27,33,42,63,26,79,56,0,
2016,47045,Barrie,83 Perry St.,A,8747,9,20,26,32,40,58,25.9,79,51,0,
2016,48006,Newmarket,Eagle St. W./McCaffrey Rd.,A,8719,13,23,28,34,44,64,28.6,94,57,7,
2016,49005,Parry Sound,7 Bay St.,A,8664,15,25,30,35,42,58,29.6,74,57,0,
2016,49010,Dorset,1026 Bellwood Acres Rd.,A,8737,10,21,28,34,41,58,27.4,74,51,0,
2016,51001,Ottawa Downtown,Rideau St./Wurtemburg St.,A,8707,10,19,26,32,40,55,25.6,73,58,0,
2016,51002,Ottawa Central,960 Carling Ave.,A,8593,10,19,26,32,40,54,25.5,71,58,0,
2016,51010,Petawawa,Petawawa Research Forest Facility,A,8772,11,20,27,33,40,54,26.4,68,51,0,
2016,52023,Kingston,23 Beechgrove Lane,A,8639,15,25,30,36,45,63,30.5,82,62,2,
2016,54012,Belleville,"2 Sidney St., Water Treatment Plant",A,8718,14,25,30,36,46,66,30.5,96,64,14,
2016,56051,Cornwall,Bedford St./3rd St. W.,A,8714,10,21,28,34,41,56,27.1,74,58,0,
2016,59006,Peterborough,10 Hospital Dr.,A,8597,14,24,29,35,44,67,29.7,85,61,3,
2016,63203,Thunder Bay,421 James St. S.,A,8506,7,17,24,30,36,48,23.2,62,45,0,
2016,71078,Sault Ste. Marie,Sault College,A,8676,14,22,28,32,39,52,27.3,80,51,0,
2016,75010,North Bay,"Chippewa St. W., Dept. National Defence",A,8772,11,20,27,33,40,57,26.4,78,56,0,
2016,77233,Sudbury,155 Elm Street,A,8692,11,20,26,31,38,53,25.1,80,51,0,
2015,12008,Windsor Downtown,467 University Ave. W.,A,8728,9,19,26,33,46,64,27.0,89,51,3,
2015,12016,Windsor West,College Ave./South St.,A,8680,8,19,26,33,45,63,26.5,87,50,2,
2015,13001,Chatham,435 Grand Ave. W.,A,8667,15,23,29,35,46,63,29.6,79,54,0,
2015,14064,Sarnia,"Front St. N./CN Tracks, Centennial Park",A,8635,12,21,28,34,43,59,27.8,83,48,4,
2015,15020,Grand Bend,Point Blake Conservation Area,A,8705,16,24,30,36,45,66,30.4,87,53,8,
2015,15026,London,42 St. Julien St.,A,8658,8,21,28,35,46,62,27.9,77,58,0,
2015,16015,Port Stanley,"43665 Dexter Line, Elgin Water T. Plt",A,8215,17,26,32,38,50,67,32.8,86,61,6,
2015,18007,Tiverton,4th Concession/Bruce Rd. 23,A,8699,19,27,32,37,45,63,32.5,83,62,1,
2015,21005,Brantford,324 Grand River Ave.,A,8665,9,22,29,36,47,63,28.9,79,55,0,
2015,26060,Kitchener,West Ave./Homewood Ave.,A,8582,11,22,28,34,44,60,27.9,76,58,0,
2015,27067,St. Catharines,"Argyle Cres., Pump Stn.",A,8592,11,22,29,34,45,62,28.6,73,60,0,
2015,28028,Guelph,Exhibition St./Clark St. W.,A,8662,10,21,28,34,44,61,27.7,79,54,0,
2015,29000,Hamilton Downtown,Elgin St./Kelly St.,A,8681,9,19,25,32,43,60,25.9,74,59,0,
2015,29114,Hamilton Mountain,Vickers Rd./E. 18th St.,A,8573,13,23,29,35,47,63,29.4,79,63,0,
2015,29118,Hamilton West,Main St. W./Hwy 403,A,8712,5,17,24,31,41,56,23.9,71,53,0,
2015,31103,Toronto Downtown,Bay St./Wellesley St. W.,A,8706,9,18,25,31,43,63,25.7,80,55,0,
2015,33003,Toronto East,Kennedy Rd./Lawrence Ave. E.,A,8689,6,17,23,29,40,61,23.5,91,52,3,
2015,34020,Toronto North,Hendon Ave./Yonge St.,A,8675,8,18,25,32,42,64,25.7,90,59,6,
2015,35125,Toronto West,125 Resources Rd.,A,8602,3,13,20,27,39,61,21.3,82,51,1,
2015,44008,Burlington,North Shore Blvd. E./Lakeshore Rd.,A,8677,9,19,26,33,43,60,26.5,84,53,1,
2015,44017,Oakville,"Eighth Line/Glenashton Dr., Halton Res.",A,8678,11,21,27,33,43,62,27.4,80,58,0,
2015,45026,Oshawa,"2000 Simcoe St. N., Durham College",A,8706,10,20,26,32,41,61,26.2,73,45,0,
2015,46089,Brampton,"525 Main St.  N., Peel Manor",A,8657,8,19,27,33,44,62,26.5,84,58,2,
2015,46108,Mississauga,"3359 Mississauga Rd. N., U of T Campus",A,8646,6,18,26,32,43,61,25.4,79,60,0,
2015,47045,Barrie,83 Perry St.,A,8731,9,19,26,31,40,56,25.4,80,52,0,
2015,48006,Newmarket,Eagle St. W./McCaffrey Rd.,A,8693,12,22,29,35,44,63,28.5,92,61,6,
2015,49005,Parry Sound,7 Bay St.,A,8629,15,25,31,36,44,60,30.4,86,59,1,
2015,49010,Dorset,1026 Bellwood Acres Rd.,A,8690,9,21,28,34,42,56,27.0,78,49,0,
2015,51001,Ottawa Downtown,Rideau St./Wurtemburg St.,A,8681,10,19,25,31,40,56,25.6,69,53,0,
2015,51002,Ottawa Central,960 Carling Ave.,A,8678,10,21,27,33,42,57,27.0,71,53,0,
2015,51010,Petawawa,Petawawa Research Forest Facility,A,8723,11,20,27,33,42,55,26.7,70,55,0,
2015,52023,Kingston,23 Beechgrove Lane,A,8664,15,25,30,36,45,59,30.3,74,59,0,
2015,54012,Belleville,"2 Sidney St., Water Treatment Plant",A,8631,14,23,29,35,46,64,29.6,77,61,0,
2015,56051,Cornwall,Bedford St./3rd St. W.,A,8668,12,22,28,34,43,57,27.9,69,58,0,
2015,59006,Peterborough,10 Hospital Dr.,A,8658,14,23,29,35,44,62,29.3,78,59,0,
2015,63203,Thunder Bay,421 James St. S.,A,8653,8,18,24,30,39,49,24.0,62,48,0,
2015,71078,Sault Ste. Marie,Sault College,A,8664,14,22,28,33,41,54,27.8,75,53,0,
2015,75010,North Bay,"Chippewa St. W., Dept. National Defence",A,8645,10,21,28,33,43,58,27.0,70,52,0,
2015,77233,Sudbury,155 Elm St.,A,8677,11,20,26,31,40,57,25.7,67,58,0,
2014,12008,Windsor Downtown,467 University Ave. W.,A,8568,8,18,25,33,44,65,26.0,78,53,0,
2014,12016,Windsor West,College Ave./South St.,A,8490,8,19,26,34,46,66,27.2,86,52,3,
2014,13001,Chatham,435 Grand Ave. W.,A,8745,14,22,28,35,46,62,29.3,78,53,0,
2014,14064,Sarnia,"Front St. N./CN Tracks, Centennial Park",A,8649,11,20,27,33,43,61,27.1,79,49,0,
2014,15020,Grand Bend,Point Blake Conservation Area,A,8664,16,25,31,37,45,64,31.0,90,57,4,
2014,15026,London,42 St. Julien St.,A,8663,9,21,28,35,45,62,28.1,82,61,1,
2014,16015,Port Stanley,"43665 Dexter Line, Elgin Water T. Plt",A,8696,17,26,32,38,48,64,32.3,87,60,3,
2014,18007,Tiverton,4th Concession/Bruce Rd. 23,A,8599,18,26,32,37,44,61,31.8,86,60,1,
2014,21005,Brantford,324 Grand River Ave.,A,8499,10,22,30,36,47,62,29.4,80,59,0,
2014,26060,Kitchener,West Ave./Homewood Ave.,A,8728,11,21,28,34,43,59,27.3,76,57,0,
2014,27067,St. Catharines,"Argyle Cres., Pump Stn.",A,8674,11,23,29,35,43,58,28.5,70,55,0,
2014,28028,Guelph,Exhibition St./Clark St. W.,A,8626,11,21,28,34,44,60,27.8,79,57,0,
2014,29000,Hamilton Downtown,Elgin St./Kelly St.,A,8671,9,19,25,31,41,59,25.3,74,56,0,
2014,29114,Hamilton Mountain,Vickers Rd./E. 18th St.,A,8656,13,23,29,35,45,61,29.1,79,61,0,
2014,29118,Hamilton West,Main St. W./Hwy 403,A,8739,4,16,24,30,38,52,22.7,70,52,0,
2014,31103,Toronto Downtown,Bay St./Wellesley St. W.,A,8710,10,19,25,32,42,57,25.7,80,55,0,
2014,33003,Toronto East,Kennedy Rd./Lawrence Ave. E.,A,8660,6,17,23,30,40,55,23.4,73,52,0,
2014,34020,Toronto North,Hendon Ave./Yonge St.,A,8696,9,18,25,31,41,58,25.3,82,57,1,
2014,35125,Toronto West,125 Resources Rd.,A,8673,3,13,20,27,39,56,21.1,72,48,0,
2014,44008,Burlington,North Shore Blvd. E./Lakeshore Rd.,A,8679,9,19,26,32,41,57,25.5,73,50,0,
2014,44017,Oakville,"Eighth Line/Glenashton Dr., Halton Res.",A,8736,11,21,27,34,43,57,27.2,72,56,0,
2014,45026,Oshawa,"2000 Simcoe St. N., Durham College",A,8664,11,20,27,34,42,57,27.2,73,46,0,
2014,46089,Brampton,"525 Main St. N., Peel Manor",A,8657,8,19,27,34,43,58,26.5,80,60,0,
2014,46108,Mississauga,"3359 Mississauga Rd. N., U Of T Campus",A,8653,7,18,26,32,42,57,25.4,76,58,0,
2014,47045,Barrie,83 Perry St.,A,8733,9,19,25,32,41,53,25.6,68,49,0,
2014,48006,Newmarket,Eagle St. W./McCaffrey Rd.,A,8690,13,22,29,35,44,58,28.6,87,59,3,
2014,49005,Parry Sound,7 Bay St.,A,8740,15,24,30,35,43,56,29.6,74,60,0,
2014,49010,Dorset,1026 Bellwood Acres Rd.,A,8728,11,22,28,34,43,54,27.7,79,56,0,
2014,51001,Ottawa Downtown,Rideau St./Wurtemburg St.,A,8541,10,18,25,31,40,50,24.8,64,50,0,
2014,51002,Ottawa Central,960 Carling Ave.,A,8683,11,20,27,33,41,53,26.6,63,48,0,
2014,51010,Petawawa,Petawawa Research Forest Facility,A,8733,11,21,28,33,41,52,26.8,68,50,0,
2014,52023,Kingston,23 Beechgrove Lane,A,8686,16,26,31,37,46,61,31.4,81,57,1,
2014,54012,Belleville,"2 Sidney St., Water Treatment Plant",A,8746,14,24,29,36,45,60,29.6,80,57,0,
2014,56010,Morrisburg,"County Rd. 2, Morrisburg Water Tower",A,8750,12,22,29,34,42,53,27.9,74,48,0,
2014,56051,Cornwall,Bedford St./3rd St. W.,A,8646,12,21,28,33,42,52,27.3,70,49,0,
2014,59006,Peterborough,10 Hospital Dr.,A,8708,14,23,29,35,44,59,29.2,74,60,0,
2014,63203,Thunder Bay,421 James St. S.,A,8442,7,18,25,30,36,46,23.4,70,47,0,
2014,71078,Sault Ste. Marie,Sault College,A,8676,14,22,28,34,43,55,28.4,73,54,0,
2014,75010,North Bay,"Chippewa St. W., Dept. National Defence",A,8575,10,20,28,33,41,54,26.7,71,53,0,
2014,77233,Sudbury,155 Elm Street,A,8671,11,20,27,32,41,55,26.3,73,56,0,
2013,12008,Windsor Downtown,467 University Ave. W.,A,8722,9,19,26,33,45,63,26.9,89,58,4,
2013,12016,Windsor West,College Ave./South St.,A,8539,8,19,26,34,45,61,26.7,87,57,3,
2013,13001,Chatham,435 Grand Ave. W.,A,8723,14,23,29,35,45,65,29.6,85,61,4,
2013,14064,Sarnia,"Front St. N./CN Tracks, Centennial Park",A,8675,12,22,29,35,44,62,28.6,83,54,4,
2013,15020,Grand Bend,Point Blake Conservation Area,A,8717,17,26,32,38,46,66,32.3,86,60,7,
2013,15026,London,42 St. Julien St.,A,8639,10,22,29,35,45,63,28.7,82,55,2,
2013,16015,Port Stanley,"43665 Dexter Line, Elgin Water T. Plt",A,8741,19,27,33,39,49,70,33.9,85,68,13,
2013,18007,Tiverton,4th Concession/Bruce Rd. 23,A,8666,19,27,32,37,45,63,32.4,92,61,4,
2013,21005,Brantford,324 Grand River Ave.,A,8727,10,22,29,36,46,63,29.0,74,57,0,
2013,26060,Kitchener,West Ave./Homewood Ave.,A,8723,11,22,28,35,44,59,28.0,72,54,0,
2013,27067,St. Catharines,"Argyle Cres., Pump Stn.",A,8731,11,23,29,35,45,61,28.6,96,57,2,
2013,28028,Guelph,Exhibition St./Clark St. W.,A,8730,12,23,29,36,45,61,29.0,73,57,0,
2013,29000,Hamilton Downtown,Elgin St./Kelly St.,A,8720,9,19,24,30,41,59,25.0,86,58,3,
2013,29114,Hamilton Mountain,Vickers Rd./E. 18th St.,A,8608,13,23,29,36,45,62,29.5,86,58,4,
2013,29118,Hamilton West,Main St. W./Hwy 403,A,8679,5,18,25,32,40,57,24.4,78,54,0,
2013,31103,Toronto Downtown,Bay St./Wellesley St. W.,A,8743,10,19,25,32,43,60,26.2,90,54,3,
2013,33003,Toronto East,Kennedy Rd./Lawrence Ave. E.,A,8695,7,17,24,30,40,60,24.1,87,58,3,
2013,34020,Toronto North,Hendon Ave./Yonge St.,A,8723,9,19,25,31,40,60,25.3,87,56,6,
2013,35125,Toronto West,125 Resources Rd.,A,8670,3,13,20,28,39,60,21.5,83,53,3,
2013,44008,Burlington,North Shore Blvd. E./Lakeshore Rd.,A,8623,8,19,26,33,43,60,26.4,92,58,3,
2013,44017,Oakville,"Eighth Line/Glenashton Dr., Halton Res.",A,8742,11,21,28,35,44,63,28.3,101,59,9,
2013,45026,Oshawa,"2000 Simcoe St. N., Durham College",A,8737,12,21,28,33,41,59,27.2,96,53,5,
2013,46089,Brampton,"525 Main St. N., Peel Manor",A,8734,8,20,27,34,43,60,26.7,84,57,1,
2013,46108,Mississauga,"3359 Mississauga Rd. N., U Of T Campus",A,8733,6,19,26,32,41,59,25.2,83,57,2,
2013,47045,Barrie,83 Perry St.,A,8722,9,20,26,32,39,53,25.5,73,50,0,
2013,48006,Newmarket,Eagle St. W./McCaffrey Rd.,A,8671,13,23,29,35,43,59,28.7,72,56,0,
2013,49005,Parry Sound,7 Bay St.,A,8746,16,25,31,36,44,61,30.4,77,57,0,
2013,49010,Dorset,1026 Bellwood Acres Rd.,A,8721,11,22,29,35,43,57,28.1,69,50,0,
2013,51001,Ottawa Downtown,Rideau St./Wurtemburg St.,A,8560,10,19,26,32,40,54,25.6,67,49,0,
2013,51002,Ottawa Central,960 Carling Ave.,A,8647,10,21,27,33,42,55,26.6,70,50,0,
2013,51010,Petawawa,Petawawa Research Forest Facility,A,8722,12,21,28,34,43,56,27.6,69,55,0,
2013,52022,Kingston,752 King St. W.,A,8635,18,25,30,35,43,59,30.3,79,59,0,
2013,54012,Belleville,"2 Sidney St., Water Treatment Plant",A,8633,13,23,29,34,44,63,29.2,92,58,2,
2013,56010,Morrisburg,"County Rd. 2, Morrisburg Water Tower",A,8731,13,23,29,34,43,57,28.7,70,52,0,
2013,56051,Cornwall,Bedford St./3rd St. W.,A,8400,11,21,27,33,41,58,26.9,73,54,0,
2013,59006,Peterborough,10 Hospital Dr.,A,8725,14,23,29,34,43,60,28.6,74,53,0,
2013,63203,Thunder Bay,421 James St. S.,A,8690,10,20,26,34,42,51,26.3,63,47,0,
2013,71078,Sault Ste. Marie,Sault College,A,8730,15,24,29,34,42,57,28.9,66,56,0,
2013,75010,North Bay,"Chippewa St. W., Dept. National Defence",A,8746,10,22,28,34,42,56,27.4,72,52,0,
2013,77233,Sudbury,155 Elm Street,A,8713,12,22,27,33,42,57,27.2,76,53,0,
2012,12008,Windsor Downtown,467 University Ave. W.,A,8741,7,18,26,35,51,76,28.0,128,69,45,
2012,12016,Windsor West,College Ave./South St.,A,8666,6,18,26,35,51,75,28.0,128,70,41,
2012,13001,Chatham,435 Grand Ave. W.,A,8710,13,21,28,35,49,74,29.5,104,65,19,
2012,14064,Sarnia,"Front St. N./CN Tracks, Centennial Park",A,8682,12,22,29,35,49,74,29.7,101,60,41,
2012,15020,Grand Bend,Point Blake Conservation Area,A,8761,16,26,32,38,51,82,33.2,124,74,109,
2012,15025,London,900 Highbury Ave. N.,A,8771,10,19,26,33,47,72,27.7,88,62,26,
2012,16015,Port Stanley,"43665 Dexter Line, Elgin Water T. Plt",A,8767,17,25,31,38,52,75,33.1,104,68,30,
2012,18007,Tiverton,4th Concession/Bruce Rd. 23,A,8717,18,25,30,36,48,72,32.0,93,66,24,
2012,21005,Brantford,324 Grand River Ave.,A,8773,8,20,28,35,50,72,28.8,88,57,19,
2012,26060,Kitchener,West Ave./Homewood Ave.,A,8759,10,20,27,34,47,68,28.0,89,58,9,
2012,27067,St. Catharines,"Argyle Cres., Pump Stn.",A,8685,9,21,28,35,49,69,28.7,98,63,10,
2012,28028,Guelph,Exhibition St./Clark St. W.,A,8685,10,21,28,35,49,71,28.8,94,57,27,
2012,29000,Hamilton Downtown,Elgin St./Kelly St.,A,8724,7,18,25,32,45,65,25.7,88,55,7,
2012,29114,Hamilton Mountain,Vickers Rd./E. 18th St.,A,8734,12,22,29,36,51,72,30.2,91,70,21,
2012,29118,Hamilton West,Main St. W./Hwy 403,A,8771,4,16,24,30,43,64,24.2,85,53,4,
2012,31103,Toronto Downtown,Bay St./Wellesley St. W.,A,8763,8,19,25,32,46,69,26.6,90,62,11,
2012,33003,Toronto East,Kennedy Rd./Lawrence Ave. E.,A,8680,5,17,23,30,44,69,24.6,89,65,12,
2012,34020,Toronto North,Hendon Ave./Yonge St.,A,8769,7,18,25,32,44,70,25.7,92,61,15,
2012,35125,Toronto West,125 Resources Rd.,A,8708,2,12,20,27,42,69,21.5,94,58,23,
2012,44008,Burlington,North Shore Blvd. E./Lakeshore Rd.,A,8707,8,18,26,33,46,67,26.7,91,56,5,
2012,44017,Oakville,"Eighth Line/Glenashton Dr., Halton Res.",A,8735,9,20,27,34,47,70,27.7,96,59,11,
2012,45026,Oshawa,"2000 Simcoe St. N., Durham College",A,8731,10,20,26,32,43,69,27.0,92,58,9,
2012,46089,Brampton,"525 Main St. N., Peel Manor",A,8701,6,18,26,33,46,70,26.6,92,56,15,
2012,46108,Mississauga,"3359 Mississauga Rd. N., U Of T Campus",A,8747,5,18,25,32,45,67,25.6,81,57,1,
2012,47045,Barrie,83 Perry St.,A,8728,8,19,26,33,43,66,26.3,91,57,16,
2012,48006,Newmarket,Eagle St. W./McCaffrey Rd.,A,8720,12,22,29,35,48,71,29.4,105,64,35,
2012,49005,Parry Sound,7 Bay St.,A,8777,14,24,30,35,46,70,30.1,94,66,16,
2012,49010,Dorset,1026 Bellwood Acres Rd.,A,8776,10,21,28,34,44,65,28.0,82,52,2,
2012,51001,Ottawa Downtown,Rideau St./Wurtemburg St.,A,8622,9,19,26,32,42,59,26.0,76,64,0,
2012,51002,Ottawa Central,960 Carling Ave.,A,8664,8,19,26,32,42,58,25.6,76,62,0,
2012,51010,Petawawa,Petawawa Research Forest Facility,A,8758,12,22,28,33,43,60,27.7,77,55,0,
2012,52022,Kingston,752 King St. W.,A,8726,17,26,31,37,49,73,32.7,92,67,29,
2012,54012,Belleville,"2 Sidney St., Water Treatment Plant",A,8742,12,21,27,33,45,67,28.0,87,59,3,
2012,56010,Morrisburg,"County Rd. 2, Morrisburg Water Tower",A,8767,11,22,28,34,44,61,28.2,78,62,0,
2012,56051,Cornwall,Bedford St./3rd St. W.,A,8592,10,20,27,33,44,59,27.1,76,61,0,
2012,59006,Peterborough,10 Hospital Dr.,A,8707,13,22,28,34,46,70,29.1,90,64,15,
2012,63203,Thunder Bay,421 James St. S.,A,8764,8,19,26,31,39,53,25.0,74,56,0,
2012,71078,Sault Ste. Marie,Sault College,A,8765,15,23,28,33,43,66,28.8,82,69,6,
2012,75010,North Bay,"Chippewa St. W., Dept. National Defence",A,8769,10,20,26,32,42,63,26.1,82,56,1,
2012,77219,Sudbury,1222 Ramsey Lake Rd.,A,8663,15,23,28,33,43,63,28.5,84,63,7,
2011,12008,Windsor Downtown,467 University Ave. W.,A,8734,7,18,26,34,48,74,27.2,100,65,42,
2011,12016,Windsor West,College Ave./South St.,A,8704,7,18,25,33,47,72,26.4,101,59,31,
2011,13001,Chatham,435 Grand Ave. W.,A,8561,14,22,29,36,46,67,29.7,92,59,16,
2011,14064,Sarnia,"Front St. N./CN Tracks, Centennial Park",A,8700,13,22,29,36,46,68,29.7,94,57,12,
