Year,Station Number,City,Location,Type,Valid Hour,10th Percentile,30th Percentile,50th Percentile,70th Percentile,90th Percentile,99 Percentile,Mean,1-Hour Maximum,24-Hour  Maximum,No. of Times Above 1-Hour Criterion,
2011,15020,Grand Bend,Point Blake Conservation Area,A,8743,17,26,33,39,47,69,32.8,115,60,20,
2011,15025,London,900 Highbury Ave. N.,A,8689,11,20,26,33,43,62,26.8,83,57,2,
2011,16015,Port Stanley,"43665 Dexter Line, Elgin Water T. Plt",A,8750,17,26,32,38,48,71,32.8,94,67,30,
2011,18007,Tiverton,4th Concession/Bruce Rd. 23,A,8523,18,26,32,38,45,65,32.1,89,63,6,
2011,21005,Brantford,324 Grand River Ave.,A,8679,10,21,29,36,46,65,28.7,94,68,10,
2011,26060,Kitchener,West Ave./Homewood Ave.,A,8727,11,20,27,34,44,61,27.6,87,59,3,
2011,27067,St. Catharines,"Argyle Cres., Pump Stn.",A,8734,10,21,28,35,45,63,28.0,83,59,1,
2011,28028,Guelph,Exhibition St./Clark St. W.,A,8667,11,22,29,36,45,64,28.9,94,61,4,
2011,29000,Hamilton Downtown,Elgin St./Kelly St.,A,8745,8,18,25,32,42,62,25.4,92,60,5,
2011,29114,Hamilton Mountain,Vickers Rd./E. 18th St.,A,8752,11,21,28,35,46,65,28.8,95,65,6,
2011,29118,Hamilton West,Main St. W./Hwy 403,A,8743,5,17,24,31,40,60,24.2,88,56,3,
2011,31103,Toronto Downtown,Bay St./Wellesley St. W.,A,8724,8,18,25,32,42,61,25.4,88,58,1,
2011,33003,Toronto East,Kennedy Rd./Lawrence Ave. E.,A,8703,5,16,23,30,40,61,23.3,82,57,1,
2011,34020,Toronto North,Hendon Ave./Yonge St.,A,8744,6,16,23,30,40,61,23.6,85,57,1,
2011,35125,Toronto West,125 Resources Rd.,A,8659,2,11,19,27,38,61,20.1,87,53,1,
2011,44008,Burlington,North Shore Blvd. E./Lakeshore Rd.,A,8682,7,18,26,33,43,60,25.9,85,57,2,
2011,44017,Oakville,"Eighth Line/Glenashton Dr., Halton Res.",A,8616,9,20,27,33,43,63,26.8,95,60,4,
2011,45026,Oshawa,"2000 Simcoe St. N., Durham College",A,8742,11,20,26,33,41,61,26.6,85,50,2,
2011,46089,Brampton,"525 Main St. N., Peel Manor",A,8731,7,19,26,33,44,64,26.1,88,62,4,
2011,46108,Mississauga,"3359 Mississauga Rd. N., U Of T Campus",A,8596,4,17,24,31,41,59,24.1,87,57,3,
2011,47045,Barrie,83 Perry St.,A,8659,7,18,25,33,42,57,25.3,67,52,0,
2011,48006,Newmarket,Eagle St. W./McCaffrey Rd.,A,8675,11,21,28,34,44,63,27.8,84,64,6,
2011,49005,Parry Sound,7 Bay St.,A,8737,14,24,30,36,44,61,29.7,81,59,1,
2011,49010,Dorset,1026 Bellwood Acres Rd.,A,8729,9,21,28,34,43,55,27.0,72,47,0,
2011,51001,Ottawa Downtown,Rideau St./Wurtemburg St.,A,8609,9,17,24,30,39,52,24.2,66,46,0,
2011,51002,Ottawa Central,960 Carling Ave.,A,8689,9,19,25,32,40,52,24.8,64,48,0,
2011,51010,Petawawa,Petawawa Research Forest Facility,A,8625,10,20,27,33,42,53,26.7,67,50,0,
2011,52022,Kingston,752 King St. W.,A,8605,15,24,30,36,44,62,30.3,80,64,0,
2011,54012,Belleville,"2 Sidney St., Water Treatment Plant",A,8740,11,21,28,34,43,61,27.9,86,62,6,
2011,56010,Morrisburg,"County Rd. 2, Morrisburg Water Tower",A,8741,11,21,28,34,42,55,27.2,76,55,0,
2011,56051,Cornwall,Bedford St./3rd St. W.,A,8741,9,20,26,33,41,54,26.1,72,55,0,
2011,59006,Peterborough,10 Hospital Dr.,A,8703,12,21,28,34,43,62,27.9,86,60,2,
2011,63203,Thunder Bay,421 James St. S.,A,8584,7,19,26,32,41,50,25.2,60,46,0,
2011,71078,Sault Ste. Marie,Sault College,A,8722,13,22,28,34,43,54,27.8,80,50,0,
2011,75010,North Bay,"Chippewa St. W., Dept. National Defence",A,8753,10,20,27,33,42,56,26.7,74,52,0,
2011,77219,Sudbury,1222 Ramsey Lake Rd.,A,8700,14,23,29,34,43,55,28.7,67,51,0,
2010,12008,Windsor Downtown,467 University Ave. W.,A,8733,8,19,27,35,49,70,28.0,94,54,9,
2010,12016,Windsor West,College Ave./South St.,A,8649,6,18,26,33,46,67,26.7,96,52,6,
2010,13001,Chatham,435 Grand Ave. W.,A,8750,16,25,31,38,49,68,31.9,83,61,5,
2010,14064,Sarnia,"Front St. N./CN Tracks, Centennial Park",A,8735,14,23,30,37,47,70,30.7,90,56,14,
2010,15020,Grand Bend,Point Blake Conservation Area,A,8747,19,28,35,40,51,77,35.0,113,72,62,
2010,15025,London,900 Highbury Ave. N.,A,8722,11,21,28,34,46,62,28.2,77,63,0,
2010,16015,Port Stanley,"43665 Dexter Line, Elgin Water T. Plt",A,8743,18,27,33,40,53,75,34.6,104,69,35,
2010,18007,Tiverton,4th Concession/Bruce Rd. 23,A,8698,20,28,34,39,47,67,33.8,98,65,19,
2010,21005,Brantford,324 Grand River Ave.,A,8747,10,22,30,36,48,68,29.4,82,57,2,
2010,26060,Kitchener,West Ave./Homewood Ave.,A,8745,12,23,30,36,46,64,29.4,76,61,0,
2010,27067,St. Catharines,"Argyle Cres., Pump Stn.",A,8729,9,21,28,35,46,65,28.3,80,62,0,
2010,28028,Guelph,Exhibition St./Clark St. W.,A,8676,12,23,31,37,48,67,30.7,80,58,0,
2010,29000,Hamilton Downtown,Elgin St./Kelly St.,A,8729,9,20,26,33,45,64,26.9,81,64,1,
2010,29114,Hamilton Mountain,Vickers Rd./E. 18th St.,A,8720,12,22,29,36,48,67,29.7,85,65,6,
2010,29118,Hamilton West,Main St. W./Hwy 403,A,8752,4,17,24,32,42,61,24.5,78,60,0,
2010,31103,Toronto Downtown,Bay St./Wellesley St. W.,A,8722,9,18,25,32,44,66,26.1,102,61,20,
2010,33003,Toronto East,Kennedy Rd./Lawrence Ave. E.,A,8706,6,16,22,29,41,61,23.0,104,58,7,
2010,34020,Toronto North,Hendon Ave./Yonge St.,A,8728,8,18,25,31,41,60,24.8,98,57,4,
2010,35125,Toronto West,125 Resources Rd.,A,8713,3,12,19,27,40,63,20.6,95,56,12,
2010,44008,Burlington,North Shore Blvd. E./Lakeshore Rd.,A,8751,8,19,26,33,45,61,26.6,87,61,9,
2010,44017,Oakville,"Eighth Line/Glenashton Dr., Halton Res.",A,8746,11,21,28,34,45,64,28.0,95,62,12,
2010,45026,Oshawa,"2000 Simcoe St. N., Durham College",A,8721,11,22,28,34,42,64,28.0,96,55,14,
2010,46089,Brampton,"525 Main St. N., Peel Manor",A,8718,9,20,28,34,45,63,27.5,77,60,0,
2010,46108,Mississauga,"3359 Mississauga Rd. N., U Of T Campus",A,8656,6,18,26,33,44,62,25.9,83,64,3,
2010,47045,Barrie,83 Perry St.,A,8751,8,21,28,33,43,59,26.8,77,54,0,
2010,48006,Newmarket,Eagle St. W./McCaffrey Rd.,A,8719,14,25,32,38,49,66,31.5,87,60,3,
2010,49005,Parry Sound,7 Bay St.,A,8745,14,25,32,37,47,64,31.3,85,63,5,
2010,49010,Dorset,1026 Bellwood Acres Rd.,A,8654,10,22,29,35,45,60,28.6,80,57,0,
2010,51001,Ottawa Downtown,Rideau St./Wurtemburg St.,A,8750,10,19,26,32,41,56,25.7,75,57,0,
2010,51002,Ottawa Central,960 Carling Ave.,A,8740,10,20,27,33,42,57,26.6,72,55,0,
2010,51010,Petawawa,Petawawa Research Forest Facility,A,8751,11,21,28,35,43,56,27.9,75,62,0,
2010,52022,Kingston,752 King St. W.,A,8595,17,26,32,37,48,73,32.6,89,70,18,
2010,54012,Belleville,"2 Sidney St., Water Treatment Plant",A,8648,13,23,30,35,47,71,30.0,96,67,25,
2010,56010,Morrisburg,"County Rd. 2, Morrisburg Water Tower",A,8745,12,22,29,34,44,62,28.6,76,62,0,
2010,56051,Cornwall,Bedford St./3rd St. W.,A,8715,11,21,28,34,44,60,27.9,74,64,0,
2010,59006,Peterborough,10 Hospital Dr.,A,8680,14,24,30,36,46,67,30.5,91,59,12,
2010,63203,Thunder Bay,421 James St. S.,A,8752,8,20,27,32,41,53,25.7,67,52,0,
2010,71078,Sault Ste. Marie,Sault College,A,8690,14,23,28,34,42,59,28.4,73,56,0,
2010,75010,North Bay,"Chippewa St. W., Dept. National Defence",A,8730,11,22,29,34,44,60,28.0,79,59,0,
2010,77219,Sudbury,1222 Ramsey Lake Rd.,A,8748,14,23,29,34,42,59,28.7,75,58,0,
2009,12008,Windsor Downtown,467 University Ave. W.,A,8711,6,16,24,31,44,64,24.8,87,50,4,
2009,12016,Windsor West,College Ave./South St.,A,8670,6,16,24,32,44,63,24.9,78,51,0,
2009,13001,Chatham,435 Grand Ave. W.,A,8725,13,21,28,34,46,65,28.8,88,56,2,
2009,14064,Sarnia,"Front St. N./CN Tracks, Centennial Park",A,8671,10,19,26,33,43,58,26.6,85,54,2,
2009,15020,Grand Bend,Point Blake Conservation Area,A,8681,14,23,29,35,45,62,29.6,98,66,11,
2009,15025,London,900 Highbury Ave. N.,A,8745,9,18,24,31,42,58,25.1,76,56,0,
2009,16015,Port Stanley,"43665 Dexter Line, Elgin Water T. Plt",A,8662,16,24,30,36,47,66,30.9,90,70,14,
2009,18007,Tiverton,4th Concession/Bruce Rd. 23,A,8673,17,25,31,37,45,62,31.4,83,65,7,
2009,21005,Brantford,324 Grand River Ave.,A,8741,8,19,26,34,45,61,26.5,83,62,1,
2009,26060,Kitchener,West Ave./Homewood Ave.,A,8712,10,20,27,34,44,60,27.0,84,62,3,
2009,27067,St. Catharines,"Argyle Cres., Pump Stn.",A,8738,6,19,26,33,43,58,25.6,79,63,0,
2009,28028,Guelph,Exhibition St./Clark St. W.,A,8751,10,20,27,34,44,60,27.3,88,64,5,
2009,29000,Hamilton Downtown,Elgin St./Kelly St.,A,8733,7,17,24,31,42,59,24.3,83,65,2,
2009,29114,Hamilton Mountain,Vickers Rd./E. 18th St.,A,8746,10,20,27,34,45,61,27.2,82,67,5,
2009,29118,Hamilton West,Main St. W./Hwy 403,A,8677,3,14,22,29,40,55,21.8,79,60,0,
2009,31103,Toronto Downtown,Bay St./Wellesley St. W.,A,8735,8,17,24,31,42,58,24.6,89,61,2,
2009,33003,Toronto East,Kennedy Rd./Lawrence Ave. E.,A,8728,4,14,21,29,40,57,22.1,82,54,2,
2009,34020,Toronto North,Hendon Ave./Yonge St.,A,8748,4,14,22,29,38,55,22.1,83,57,6,
2009,35125,Toronto West,125 Resources Rd.,A,8718,2,10,18,26,39,58,19.5,85,53,8,
2009,44008,Burlington,North Shore Blvd. E./Lakeshore Rd.,A,8750,5,16,24,31,42,58,24.1,85,56,4,
2009,44017,Oakville,"Eighth Line/Glenashton Dr., Halton Res.",A,8750,7,18,25,32,43,60,25.5,89,66,5,
2009,45026,Oshawa,"2000 Simcoe St. N., Durham College",A,8411,9,18,25,32,41,55,25.5,88,50,2,
2009,46089,Brampton,"525 Main St. N., Peel Manor",A,8735,5,17,26,33,43,60,25.2,90,65,7,
2009,46108,Mississauga,"3359 Mississauga Rd. N., U Of T Campus",A,8706,4,16,25,32,42,58,24.0,89,62,5,
2009,47045,Barrie,83 Perry St.,A,8746,5,17,25,31,41,57,24.3,86,64,3,
2009,48006,Newmarket,Eagle St. W./McCaffrey Rd.,A,8723,11,22,29,36,45,61,28.6,88,70,10,
2009,49005,Parry Sound,7 Bay St.,A,8753,13,23,30,36,45,61,29.7,88,73,14,
2009,49010,Dorset,1026 Bellwood Acres Rd.,A,8739,10,21,28,34,43,59,27.7,85,70,4,
2009,51001,Ottawa Downtown,Rideau St./Wurtemburg St.,A,8649,8,16,23,29,39,52,23.4,84,66,5,
2009,51002,Ottawa Central,960 Carling Ave.,A,8616,7,18,25,32,41,54,24.7,84,67,6,
2009,51010,Petawawa,Petawawa Research Forest Facility,A,8739,11,21,27,34,43,57,27.3,80,68,0,
2009,52022,Kingston,752 King St. W.,A,8526,15,24,30,36,46,60,30.3,84,68,2,
2009,54012,Belleville,"2 Sidney St., Water Treatment Plant",A,8437,12,22,29,35,44,61,28.5,83,68,3,
2009,56010,Morrisburg,"County Rd. 2, Morrisburg Water Tower",A,8724,9,19,26,33,41,56,26.1,81,66,1,
2009,56051,Cornwall,Bedford St./3rd St. W.,A,8741,8,19,26,32,42,57,25.5,82,69,2,
2009,59006,Peterborough,10 Hospital Dr.,A,8745,12,21,28,34,43,59,27.7,88,68,5,
2009,63203,Thunder Bay,421 James St. S.,A,8681,7,17,24,31,40,51,24.2,59,48,0,
2009,71078,Sault Ste. Marie,Sault College,A,8465,12,21,27,33,44,58,27.8,85,57,1,
2009,75010,North Bay,"Chippewa St. W., Dept. National Defence",A,8740,8,19,26,33,43,58,26.1,81,66,1,
2009,77219,Sudbury,1222 Ramsey Lake Rd.,A,8738,12,20,26,31,39,57,25.9,88,64,6,
2008,12008,Windsor Downtown,467 University Ave. W.,A,8711,7,17,25,34,49,71,26.9,93,62,27,
2008,12016,Windsor West,College Ave./South St.,A,8767,5,16,24,33,48,69,25.9,93,63,15,
2008,13001,Chatham,435 Grand Ave. W.,A,8773,14,22,29,38,50,71,30.9,94,60,25,
2008,14064,Sarnia,"Front St. N./CN Tracks, Centennial Park",A,8771,10,21,28,35,46,67,28.7,93,58,17,
2008,15020,Grand Bend,Point Blake Conservation Area,A,8732,15,24,31,37,47,69,31.3,99,67,20,
2008,15025,London,900 Highbury Ave. N.,A,8772,10,19,26,33,45,63,27.0,87,59,6,
2008,16015,Port Stanley,"43665 Dexter Line, Elgin Water T. Plt",A,8773,17,25,32,41,54,75,34.3,95,74,36,
2008,18007,Tiverton,4th Concession/Bruce Rd. 23,A,8613,18,26,32,38,47,65,32.6,89,60,5,
2008,21005,Brantford,324 Grand River Ave.,A,8751,9,20,27,36,48,68,28.4,91,65,11,
2008,26060,Kitchener,West Ave./Homewood Ave.,A,8671,10,20,27,35,47,64,28.1,87,57,7,
2008,27067,St. Catharines,"Argyle Cres., Pump Stn.",A,8766,8,19,27,34,47,66,27.5,87,64,3,
2008,28028,Guelph,Exhibition St./Clark St. W.,A,8766,9,20,27,35,47,64,27.9,86,58,8,
2008,29000,Hamilton Downtown,Elgin St./Kelly St.,A,8696,7,17,24,31,45,64,25.1,80,63,0,
2008,29114,Hamilton Mountain,Vickers Rd./E. 18th St.,A,8753,12,21,27,35,48,67,29.0,86,65,8,
2008,29118,Hamilton West,Main St. W./Hwy 403,A,8763,4,15,23,30,42,60,23.3,77,58,0,
2008,31103,Toronto Downtown,Bay St./Wellesley St. W.,A,8653,8,17,24,33,47,69,26.0,94,66,24,
2008,33003,Toronto East,Kennedy Rd./Lawrence Ave. E.,A,8772,4,13,20,28,40,63,21.6,85,64,7,
2008,34020,Toronto North,Hendon Ave./Yonge St.,A,8723,4,14,22,30,41,60,22.7,76,56,0,
2008,35125,Toronto West,125 Resources Rd.,A,8765,2,10,18,27,42,67,20.7,87,57,20,
2008,44008,Burlington,North Shore Blvd. E./Lakeshore Rd.,A,8766,6,16,24,32,44,63,24.9,86,68,11,
2008,44017,Oakville,"Eighth Line/Glenashton Dr., Halton Res.",A,8553,9,19,26,34,46,66,27.0,90,66,16,
2008,45026,Oshawa,"2000 Simcoe St. N., Durham College",A,7906,9,19,26,34,44,67,27.0,88,66,7,
2008,46089,Brampton,"525 Main St. N., Peel Manor",A,8702,6,18,26,34,47,67,26.6,83,60,9,
2008,46108,Mississauga,"3359 Mississauga Rd. N., U Of T Campus",A,8621,4,16,24,32,43,64,24.6,84,57,6,
2008,47045,Barrie,83 Perry St.,A,8631,7,19,26,33,45,63,26.5,94,61,13,
2008,48006,Newmarket,Eagle St. W./McCaffrey Rd.,A,8763,12,23,30,36,46,64,29.5,88,59,4,
2008,49005,Parry Sound,7 Bay St.,A,8776,15,25,31,38,49,69,32.1,97,68,26,
2008,49010,Dorset,1026 Bellwood Acres Rd.,A,8604,11,22,29,36,48,65,29.3,90,57,17,
2008,51001,Ottawa Downtown,Rideau St./Wurtemburg St.,A,8754,7,16,23,29,40,56,23.3,76,53,0,
2008,51002,Ottawa Central,960 Carling Ave.,A,8730,8,20,28,35,45,60,27.4,85,54,3,
2008,51010,Petawawa,Petawawa Research Forest Facility,A,8706,11,20,28,34,43,60,27.6,78,57,0,
2008,52022,Kingston,752 King St. W.,A,8711,17,25,31,38,51,71,32.7,88,68,17,
2008,54012,Belleville,"2 Sidney St., Water Treatment Plant",A,8763,13,22,29,36,48,70,29.8,85,60,14,
2008,56010,Morrisburg,"County Rd. 2, Morrisburg Water Tower",A,8749,10,21,28,34,45,60,27.9,82,58,4,
2008,56051,Cornwall,Bedford St./3rd St. W.,A,8746,9,19,26,33,44,60,26.6,86,53,5,
2008,59006,Peterborough,10 Hospital Dr.,A,8593,11,21,27,34,46,70,28.2,91,63,21,
2008,63203,Thunder Bay,421 James St. S.,A,8745,6,17,24,30,38,49,23.0,74,44,0,
2008,71078,Sault Ste. Marie,Sault College,A,8769,14,22,28,35,44,60,28.9,77,54,0,
2008,75010,North Bay,"Chippewa St. W., Dept. National Defence",A,8761,8,20,28,35,46,63,27.7,80,65,0,
2008,77219,Sudbury,1222 Ramsey Lake Rd.,A,8746,12,21,28,34,45,58,27.9,73,51,0,
2007,12008,Windsor Downtown,467 University Ave. W.,A,8705,5,16,25,34,50,83,27.0,121,66,108,
2007,12016,Windsor West,College Ave./South St.,A,8710,4,14,23,32,48,82,25.3,136,63,98,
2007,13001,Chatham,435 Grand Ave. W.,A,8672,13,22,29,37,52,79,30.9,99,69,73,
2007,14064,Sarnia,"Front St. N./CN Tracks, Centennial Park",A,8690,10,20,28,35,47,78,28.6,106,64,66,
2007,15020,Grand Bend,Point Blake Conservation Area,A,8662,14,24,31,37,49,81,31.7,131,67,89,
2007,15025,London,900 Highbury Ave. N.,A,8743,9,19,26,33,46,71,27.2,85,61,18,
2007,16015,Port Stanley,"43665 Dexter Line, Elgin Water T. Plt",A,8587,17,25,32,39,54,85,34.3,113,81,129,
2007,18007,Tiverton,4th Concession/Bruce Rd. 23,A,8711,18,27,33,39,51,82,34.3,108,78,101,
2007,21005,Brantford,324 Grand River Ave.,A,8747,8,20,28,36,50,76,28.9,102,58,44,
2007,26060,Kitchener,West Ave./Homewood Ave.,A,8743,9,20,28,35,48,75,28.6,95,68,29,
2007,27067,St. Catharines,"Argyle Cres., Pump Stn.",A,8702,7,19,27,34,50,75,28.1,101,63,42,
2007,28028,Guelph,Exhibition St./Clark St. W.,A,8588,8,20,28,35,47,75,28.1,96,55,40,
2007,29000,Hamilton Downtown,Elgin St./Kelly St.,A,8696,5,16,23,31,45,71,24.8,100,61,24,
2007,29114,Hamilton Mountain,Vickers Rd./E. 18th St.,A,8697,10,21,28,35,50,75,29.2,103,65,40,
2007,29118,Hamilton West,Main St. W./Hwy 403,A,8747,3,14,22,29,42,66,23.0,91,54,11,
2007,31103,Toronto Downtown,Bay St./Wellesley St. W.,A,8725,7,17,24,32,45,72,25.7,97,62,41,
2007,33003,Toronto East,Kennedy Rd./Lawrence Ave. E.,A,8740,3,14,22,30,42,69,23.2,102,55,35,
2007,34020,Toronto North,Hendon Ave./Yonge St.,A,8587,4,15,24,32,44,69,24.5,98,60,37,
2007,35125,Toronto West,125 Resources Rd.,A,8646,3,11,19,27,42,70,21.1,98,54,33,
2007,44008,Burlington,North Shore Blvd. E./Lakeshore Rd.,A,8739,5,16,23,32,44,68,24.6,94,55,20,
2007,44017,Oakville,"Eighth Line/Glenashton Dr., Halton Res.",A,8733,8,19,27,34,46,73,27.5,95,61,36,
2007,45026,Oshawa,"2000 Simcoe St. N., Durham College",A,8684,9,20,28,34,44,74,28.0,103,59,51,
2007,46089,Brampton,"525 Main St. N., Peel Manor",A,8718,5,18,27,34,46,72,26.8,106,60,37,
2007,46109,Mississauga,Frank McKechnie Comm. Center,A,8564,3,14,22,30,44,71,23.3,95,60,29,
2007,47045,Barrie,83 Perry St.,A,8723,7,18,26,32,43,64,25.9,84,57,7,
2007,48006,Newmarket,Eagle St. W./McCaffrey Rd.,A,8666,13,24,32,38,50,77,31.7,104,70,54,
2007,49005,Parry Sound,7 Bay St.,A,8741,15,25,32,37,48,72,31.8,92,66,30,
2007,49010,Dorset,1026 Bellwood Acres Rd.,A,8667,12,23,30,36,46,70,29.9,96,65,34,
2007,51001,Ottawa Downtown,Rideau St./Wurtemburg St.,A,8520,8,17,24,30,41,66,24.7,90,61,11,
2007,51002,Ottawa Central,960 Carling Ave.,A,8492,8,20,27,33,42,65,26.5,83,61,2,
2007,51010,Petawawa,Petawawa Research Forest Facility,A,8738,12,22,28,34,43,63,28.3,89,67,8,
2007,52022,Kingston,752 King St. W.,A,8729,17,26,32,39,53,82,33.9,99,74,98,
2007,54012,Belleville,"2 Sidney St., Water Treatment Plant",A,8720,13,24,31,37,50,84,32.0,124,77,124,
2007,56010,Morrisburg,"County Rd. 2, Morrisburg Water Tower",A,8741,11,22,29,35,47,74,29.2,89,71,34,
2007,56051,Cornwall,Bedford St./3rd St. W.,A,8738,9,21,28,34,46,73,28.3,95,75,24,
2007,59006,Peterborough,10 Hospital Dr.,A,8707,11,21,28,33,42,66,27.6,101,57,10,
2007,63203,Thunder Bay,421 James St. S.,A,8746,6,17,25,31,40,53,24.2,67,56,0,
2007,71078,Sault Ste. Marie,Sault College,A,8593,14,23,29,35,45,65,29.7,80,66,0,
2007,75010,North Bay,"Chippewa St. W., Dept. National Defence",A,8745,10,20,27,33,44,64,27.1,83,53,4,
2007,77219,Sudbury,1222 Ramsey Lake Rd.,A,8626,13,21,28,33,43,64,28.1,91,76,16,
2006,12008,Windsor Downtown,467 University Ave. W.,A,8722,4,14,23,32,47,72,24.6,98,64,29,
2006,12016,Windsor West,College Ave./South St.,A,8698,3,13,22,32,48,72,24.3,98,68,29,
2006,13001,Chatham,435 Grand Ave. W.,A,8732,10,19,27,36,49,72,28.7,89,66,19,
2006,14064,Sarnia,"Front St. N./CN Tracks, Centennial Park",A,8721,7,18,26,35,45,69,26.7,100,60,17,
2006,15020,Grand Bend,Point Blake Conservation Area,A,8413,11,21,29,37,48,74,29.7,127,73,35,
2006,15025,London,900 Highbury Ave. N.,A,8712,6,16,24,32,44,66,25.1,82,66,1,
2006,16015,Port Stanley,"43665 Dexter Line, Elgin Water T. Plt",A,8603,15,23,31,39,52,78,32.4,100,76,57,
2006,18007,Tiverton,4th Concession/Bruce Rd. 23,A,8570,14,21,27,36,45,64,29.0,91,71,6,
2006,21005,Brantford,324 Grand River Ave.,A,8732,6,18,26,34,48,70,27.0,94,69,10,
2006,26060,Kitchener,West Ave./Homewood Ave.,A,8724,6,18,26,34,46,66,26.6,82,71,6,
2006,27067,St. Catharines,"Argyle Cres., Pump Stn.",A,8708,5,17,25,34,48,70,26.2,85,69,8,
2006,28028,Guelph,Exhibition St./Clark St. W.,A,8742,6,18,26,34,46,67,26.8,86,71,8,
2006,29000,Hamilton Downtown,Elgin St./Kelly St.,A,8675,4,15,22,30,43,66,23.2,82,69,5,
2006,29114,Hamilton Mountain,Vickers Rd./E. 18th St.,A,8717,7,19,26,34,48,69,27.5,86,70,6,
2006,29118,Hamilton West,Main St. W./Hwy 403,A,8730,2,12,20,27,39,61,20.9,84,64,1,
2006,31103,Toronto Downtown,Bay St./Wellesley St. W.,A,8727,4,13,21,29,42,68,22.6,92,66,15,
2006,33003,Toronto East,Kennedy Rd./Lawrence Ave. E.,A,8692,4,13,20,29,41,66,22.0,88,62,14,
2006,34020,Toronto North,Hendon Ave./Yonge St.,A,8737,3,13,22,31,43,66,23.3,96,62,6,
2006,35003,Etobicoke West,"Elmcrest Rd., Centennial Park",A,8641,2,11,20,29,43,68,21.4,91,66,13,
2006,35125,Toronto West,125 Resources Rd.,A,8656,3,8,16,25,40,66,19.0,94,62,9,
2006,44008,Burlington,North Shore Blvd. E./Lakeshore Rd.,A,8731,4,14,22,31,45,67,23.5,106,64,12,
2006,44017,Oakville,"Eighth Line/Glenashton Dr., Halton Res.",A,8647,6,17,25,33,45,69,26.1,93,71,16,
