Year,Station Number,City,Location,Type,Valid Hour,10th Percentile,30th Percentile,50th Percentile,70th Percentile,90th Percentile,99 Percentile,Mean,1-Hour Maximum,24-Hour  Maximum,No. of Times Above 1-Hour Criterion,
2006,45026,Oshawa,"2000 Simcoe St. N., Durham College",A,8646,7,17,24,32,42,65,25.1,87,57,9,
2006,46089,Brampton,"525 Main St. N., Peel Manor",A,8702,4,16,25,33,46,68,25.5,92,68,12,
2006,46109,Mississauga,Frank McKechnie Comm. Center,A,8705,2,12,21,30,43,70,22.4,90,71,14,
2006,47045,Barrie,83 Perry St.,A,8733,4,16,24,31,43,61,24.1,76,66,0,
2006,48006,Newmarket,Eagle St. W./McCaffrey Rd.,A,8740,8,21,28,36,48,69,28.8,94,71,14,
2006,49005,Parry Sound,7 Bay St.,A,8737,13,23,30,38,49,73,30.7,89,77,24,
2006,49010,Dorset,Hwy 117/Paint Lake Rd.,A,8637,10,21,29,36,47,64,28.9,88,55,4,
2006,51001,Ottawa Downtown,Rideau St./Wurtemburg St.,A,8625,7,15,22,30,41,60,23.6,85,66,3,
2006,52020,Kingston,133 Dalton St.,A,7065,3,17,25,32,44,69,24.9,89,59,11,
2006,54012,Belleville,"2 Sidney St., Water Treatment Plant",A,8725,11,21,28,35,48,76,29.2,103,73,41,
2006,56010,Morrisburg,"County Rd. 2, Morrisburg Water Tower",A,8726,9,21,27,34,46,69,28.0,88,72,23,
2006,56051,Cornwall,Bedford St./3rd St. W.,A,8705,9,20,27,34,45,66,27.5,96,71,18,
2006,59006,Peterborough,10 Hospital Dr.,A,8681,8,18,24,32,41,58,24.9,80,62,0,
2006,63203,Thunder Bay,421 James St. S.,A,8742,4,16,24,31,42,54,23.5,74,51,0,
2006,71078,Sault Ste. Marie,Sault College,A,8734,13,22,28,35,46,68,29.1,114,80,12,
2006,75010,North Bay,"Chippewa St. W., Dept. National Defence",A,8674,7,19,26,33,45,66,26.7,88,65,6,
2006,77219,Sudbury,1222 Ramsey Lake Rd.,A,8714,13,21,28,34,44,66,28.4,94,69,9,
2005,12008,Windsor Downtown,467 University Ave. W.,A,8005,3,12,22,32,53,84,25.3,108,70,125,
2005,12016,Windsor West,College Ave./South St.,A,8633,2,13,22,32,54,86,25.6,111,68,150,
2005,13001,Chatham,435 Grand Ave. W.,A,8596,10,21,29,38,54,82,31.0,116,75,99,
2005,14064,Sarnia,"Front St. N./CN Tracks, Centennial Park",A,8058,7,18,26,34,49,79,27.4,115,61,76,
2005,15020,Grand Bend,Point Blake Conservation Area,A,8687,13,24,32,38,52,82,32.5,131,73,98,
2005,15025,London,900 Highbury Ave. N.,A,8741,6,17,24,32,48,71,26.1,93,64,14,
2005,16015,Port Stanley,"43665 Dexter Line, Elgin Water T. Plt",A,8717,15,25,33,40,58,88,34.6,111,79,172,
2005,18007,Tiverton,4th Concession/Bruce Rd. 23,A,8634,16,25,31,37,47,69,31.8,121,74,22,
2005,21005,Brantford,324 Grand River Ave.,A,8718,6,18,27,35,50,75,27.9,96,65,36,
2005,26060,Kitchener,West Ave./Homewood Ave.,A,8716,6,19,27,35,49,74,28.0,96,67,30,
2005,27067,St. Catharines,"Argyle Cres., Pump Stn.",A,8693,3,16,25,33,50,74,26.3,100,68,30,
2005,28028,Guelph,Exhibition St./Clark St. W.,A,8715,7,19,28,36,50,76,28.6,97,66,48,
2005,29000,Hamilton Downtown,Elgin St./Kelly St.,A,8595,4,14,22,29,44,69,23.3,95,67,23,
2005,29114,Hamilton Mountain,Vickers Rd./E. 18th St.,A,8728,7,18,26,35,51,75,28.2,95,73,48,
2005,29118,Hamilton West,Main St. W./Hwy 403,A,8748,1,11,20,28,41,62,21.2,81,61,4,
2005,31103,Toronto Downtown,Bay St./Wellesley St. W.,A,8647,5,14,22,31,46,72,24.5,100,63,36,
2005,33003,Toronto East,Kennedy Rd./Lawrence Ave. E.,A,8099,3,12,20,28,43,74,22.4,105,59,38,
2005,34020,Toronto North,Hendon Ave./Yonge St.,A,8700,5,14,24,32,45,69,24.5,93,55,17,
2005,35003,Etobicoke West,"Elmcrest Rd., Centennial Park",A,8694,2,11,20,30,46,75,22.9,106,68,50,
2005,35125,Toronto West,125 Resources Rd.,A,8713,3,8,16,26,43,74,20.3,107,59,49,
2005,44008,Burlington,North Shore Blvd. E./Lakeshore Rd.,A,8674,3,14,22,31,45,69,23.9,91,59,18,
2005,44017,Oakville,"Eighth Line/Glenashton Dr., Halton Res.",A,8698,6,18,27,35,49,75,27.7,98,72,47,
2005,45026,Oshawa,"2000 Simcoe St. N., Durham College",A,8005,10,19,28,36,47,75,INS,112,62,45,
2005,46089,Brampton,"525 Main St. N., Peel Manor",A,8743,5,16,26,35,49,75,26.8,101,64,47,
2005,46109,Mississauga,Frank McKechnie Comm. Center,A,8732,2,11,21,30,47,76,23.1,102,74,54,
2005,47045,Barrie,83 Perry St.,A,8732,6,18,26,35,46,70,26.9,103,62,24,
2005,48002,Stouffville,Hwy 47/ E. Of Hwy 48,A,8695,10,19,26,33,42,67,26.3,89,54,10,
2005,48006,Newmarket,Eagle St. W./McCaffrey Rd.,A,8734,10,22,31,38,50,76,30.8,114,67,58,
2005,49005,Parry Sound,7 Bay St.,A,8740,14,25,33,40,54,79,33.8,110,78,76,
2005,49010,Dorset,1026 Bellwood Acres Rd.,A,8671,14,24,32,39,50,76,32.3,116,61,41,
2005,51001,Ottawa Downtown,Rideau St./Wurtemburg St.,A,8457,5,15,22,29,40,66,23.3,84,57,5,
2005,52020,Kingston,133 Dalton St.,A,8721,3,15,24,32,45,72,24.8,98,68,33,
2005,54012,Belleville,"2 Sidney St., Water Treatment Plant",A,8684,8,21,29,36,50,80,29.4,111,73,83,
2005,56010,Morrisburg,"County Rd. 2, Morrisburg Water Tower",A,8747,8,20,28,35,46,68,27.8,97,63,15,
2005,56051,Cornwall,Bedford St./3rd St. W.,A,8694,8,20,27,34,47,69,27.7,89,64,18,
2005,59006,Peterborough,10 Hospital Dr.,A,8695,12,22,30,38,50,76,31.2,101,69,53,
2005,63203,Thunder Bay,421 James St. S.,A,8430,4,14,22,29,40,55,22.3,69,54,0,
2005,71078,Sault Ste. Marie,Sault College,A,8716,13,22,29,36,48,70,30.2,84,67,2,
2005,75010,North Bay,"Chippewa St. W., Dept. National Defence",A,8663,8,19,28,35,47,70,28.0,103,71,17,
2005,77219,Sudbury,1222 Ramsey Lake Rd.,A,8739,14,23,30,37,49,73,31.0,100,70,22,
2004,12008,Windsor Downtown,467 University Ave. W.,A,8745,1,10,18,27,40,67,20.2,92,48,10,
2004,12016,Windsor West,College Ave./South St.,A,8765,3,12,21,29,44,69,22.6,92,56,19,
2004,13021,Merlin,"Middle Rd., Moe Water Pump Stn.",A,8765,10,20,28,35,47,69,28.4,90,58,14,
2004,14064,Sarnia,"Front St. N./CN Tracks, Centennial Park",A,8671,4,16,24,31,41,60,23.8,93,51,4,
2004,15020,Grand Bend,Point Blake Conservation Area,A,8593,10,19,25,31,40,67,25.8,105,54,24,
2004,15025,London,900 Highbury Ave. N.,A,8592,5,16,23,30,41,63,23.6,85,53,7,
2004,16015,Port Stanley,"43665 Dexter Line, Elgin Water T. Plt",A,8618,14,24,31,39,50,76,32.2,92,68,46,
2004,18007,Tiverton,4th Concession/Bruce Rd. 23,A,7668,13,22,27,33,43,62,28.1,97,60,8,
2004,21005,Brantford,324 Grand River Ave.,A,8696,6,17,26,34,46,66,26.2,92,60,12,
2004,26060,Kitchener,West Ave./Homewood Ave.,A,8748,5,17,25,31,43,64,24.8,82,57,3,
2004,27067,St. Catharines,"Argyle Cres., Pump Stn.",A,8769,3,15,23,31,42,64,23.6,79,61,0,
2004,28028,Guelph,Exhibition St./Clark St. W.,A,8752,6,18,26,33,44,65,25.9,87,55,5,
2004,29000,Hamilton Downtown,Elgin St./Kelly St.,A,8735,2,11,19,26,39,60,20.1,78,55,0,
2004,29114,Hamilton Mountain,Vickers Rd./E. 18th St.,A,8773,6,16,24,31,43,65,24.6,80,58,0,
2004,29118,Hamilton West,Main St. W./Hwy 403,A,8653,1,10,18,26,37,57,19.2,80,50,0,
2004,31103,Toronto Downtown,Bay St./Wellesley St. W.,A,8655,4,14,21,30,42,65,22.8,82,55,2,
2004,33003,Toronto East,Kennedy Rd./Lawrence Ave. E.,A,8720,2,11,18,26,39,62,19.9,82,50,2,
2004,34020,Toronto North,Hendon Ave./Yonge St.,A,8742,4,13,22,30,40,59,22.5,81,47,1,
2004,35003,Etobicoke West,"Elmcrest Rd., Centennial Park",A,8754,2,10,19,28,40,62,20.4,77,51,0,
2004,35125,Toronto West,125 Resources Rd.,A,8761,3,7,15,23,36,60,17.6,78,47,0,
2004,44008,Burlington,North Shore Blvd. E./Lakeshore Rd.,A,8722,3,12,20,28,40,60,21.0,89,55,3,
2004,44017,Oakville,"Eighth Line/Glenashton Dr., Halton Res.",A,8757,5,16,24,32,43,65,24.6,86,58,3,
2004,45025,Oshawa,Ritson Rd. Public School,A,8729,5,16,23,30,39,57,23.3,76,51,0,
2004,46089,Brampton,"525 Main St. N., Peel Manor",A,8716,6,17,25,33,43,65,25.1,84,58,3,
2004,46109,Mississauga,Frank McKechnie Comm. Center,A,5458,2,9,17,26,42,65,INS,82,58,1,
2004,47045,Barrie,83 Perry St.,A,8637,4,17,25,32,43,60,24.8,81,52,1,
2004,48002,Stouffville,Hwy 47/ E. Of Hwy 48,A,8738,10,20,27,34,43,64,27.3,86,62,8,
2004,48006,Newmarket,Eagle St. W./McCaffrey Rd.,A,8763,8,21,28,35,46,67,28.3,96,66,13,
2004,49005,Parry Sound,7 Bay St.,A,8748,13,25,31,37,48,69,31.1,99,67,30,
2004,49010,Dorset,1026 Bellwood Acres Rd.,A,8663,12,23,29,35,44,63,28.8,89,53,3,
2004,51001,Ottawa Downtown,Rideau St./Wurtemburg St.,A,8558,5,15,21,28,37,54,21.7,72,49,0,
2004,52020,Kingston,133 Dalton St.,A,8737,2,14,23,30,41,62,22.5,85,56,4,
2004,54012,Belleville,"2 Sidney St., Water Treatment Plant",A,8751,8,19,27,36,48,71,28.1,90,71,24,
2004,56051,Cornwall,Bedford St./3rd St. W.,A,8752,5,17,24,30,40,57,23.8,77,61,0,
2004,59006,Peterborough,10 Hospital Dr.,A,8759,9,20,27,34,43,65,27.1,82,57,2,
2004,63203,Thunder Bay,421 James St. S.,A,8483,4,14,23,30,38,48,22.0,64,43,0,
2004,71078,Sault Ste. Marie,Sault College,A,8757,11,21,27,33,42,58,27.0,96,51,6,
2004,75010,North Bay,"Chippewa St. W., Dept. National Defence",A,8750,6,19,26,32,41,61,25.2,83,62,1,
2004,77219,Sudbury,1222 Ramsey Lake Rd.,A,4475,11,19,24,31,39,62,INS,82,60,2,
2003,12008,Windsor Downtown,467 University Ave. W.,A,8524,3,11,20,30,46,76,22.9,111,61,60,
2003,12016,Windsor West,College Ave./South St.,A,8618,4,11,19,29,47,81,22.9,123,73,90,
2003,14064,Sarnia,"Front St. N./CN Tracks, Centennial Park",A,8419,6,17,24,31,42,68,24.7,110,63,32,
2003,15020,Grand Bend,Point Blake Conservation Area,A,8518,14,23,30,37,46,69,30.7,131,75,39,
2003,15025,London,900 Highbury Ave. N.,A,8349,6,17,25,34,49,75,26.9,109,81,40,
2003,16015,Port Stanley,"43665 Dexter Line, Elgin Water T. Plt",A,8538,16,26,33,41,56,88,34.9,129,94,138,
2003,18007,Tiverton,4th Concession/Bruce Rd. 23,A,8451,17,26,32,39,51,78,33.2,135,88,68,
2003,26060,Kitchener,West Ave./Homewood Ave.,A,8674,5,19,27,36,49,77,28.1,109,83,66,
2003,27067,St. Catharines,"Argyle Cres., Pump Stn.",A,8568,4,16,24,32,47,75,25.3,107,81,59,
2003,28028,Guelph,Exhibition St./Clark St. W.,A,8474,5,16,24,31,42,71,24.4,102,74,38,
2003,29000,Hamilton Downtown,Elgin St./Kelly St.,A,8675,2,12,20,28,42,72,21.7,101,80,39,
2003,29114,Hamilton Mountain,Vickers Rd./E. 18th St.,A,8579,8,19,27,35,49,80,28.4,114,89,79,
2003,29118,Hamilton West,Main St. W./Hwy 403,A,8688,4,11,21,29,41,70,22.0,110,79,40,
2003,31103,Toronto Downtown,Bay St./Wellesley St. W.,A,8679,4,13,21,30,44,75,23.6,115,70,65,
2003,33003,Toronto East,Kennedy Rd./Lawrence Ave. E.,A,8642,3,11,20,29,42,70,21.8,112,66,40,
2003,34020,Toronto North,Hendon Ave./Yonge St.,A,8610,4,13,23,31,43,69,23.6,112,73,42,
2003,35125,Toronto West,125 Resources Rd.,A,8541,3,7,15,24,40,67,18.7,104,55,40,
2003,44008,Burlington,North Shore Blvd. E./Lakeshore Rd.,A,8648,2,12,21,31,45,71,22.8,104,65,33,
2003,44015,Oakville,Bronte Rd./Woburn Cres.,A,3557,5,18,27,35,46,63,INS,76,55,0,
2003,44017,Oakville,"Eighth Line/Glenashton Dr., Halton Res.",A,5068,8,18,26,36,53,86,INS,114,85,79,
2003,45025,Oshawa,Ritson Rd. Public School,A,8697,4,15,24,32,41,65,24.1,107,59,37,
2003,46089,Brampton,"525 Main St. N., Peel Manor",A,8698,3,15,25,33,44,77,25.1,111,79,68,
2003,46110,Mississauga,Mississauga General Hospital,A,8526,6,14,23,32,45,76,24.8,110,76,61,
2003,47045,Barrie,83 Perry St.,A,8589,2,14,23,31,42,67,23.2,94,63,21,
2003,48002,Stouffville,Hwy 47/ E. Of Hwy 48,A,8649,11,21,29,36,47,74,29.4,107,74,57,
2003,48006,Newmarket,Eagle St. W./McCaffrey Rd.,A,8600,8,22,30,37,47,74,29.6,106,79,50,
2003,49005,Parry Sound,7 Bay St.,A,6453,11,22,29,37,51,77,INS,103,83,54,
2003,49010,Dorset,1026 Bellwood Acres Rd.,A,8234,11,23,31,37,47,67,30.1,95,57,9,
2003,51001,Ottawa Downtown,Rideau St./Wurtemburg St.,A,8102,5,16,24,31,44,64,24.7,104,65,15,
2003,52020,Kingston,133 Dalton St.,A,8698,2,14,24,32,43,72,24.0,110,75,39,
2003,54012,Belleville,"2 Sidney St., Water Treatment Plant",A,8673,10,21,30,38,51,82,30.9,149,94,103,
2003,56051,Cornwall,Bedford St./3rd St. W.,A,8601,5,18,26,32,44,72,25.9,109,89,38,
2003,59006,Peterborough,10 Hospital Dr.,A,8632,10,22,29,36,47,75,29.7,120,87,60,
2003,63200,Thunder Bay,"615 James St. S., MTO",A,8124,5,18,27,35,43,58,26.1,78,61,0,
2003,71068,Sault Ste. Marie,Wm. Merrifield School,A,7607,7,18,27,35,45,62,26.8,89,62,2,
2003,75010,North Bay,"Chippewa St. W., Dept. National Defence",A,8462,7,19,27,34,45,68,27.0,89,72,22,
2003,77203,Sudbury,Science North,A,8627,13,22,28,34,44,68,28.5,95,78,23,
2002,12008,Windsor Downtown,467 University Ave. W.,A,7299,2,8,17,27,49,89,21.9,124,64,153,
2002,12016,Windsor West,College Ave./South St.,A,7275,0,7,15,24,50,91,20.2,127,66,164,
2002,14064,Sarnia,"Front St. N./CN Tracks, Centennial Park",A,7185,5,16,24,32,50,87,26.5,125,74,111,
2002,15009,Longwoods,Longwoods Conservation Authority,A,7304,6,15,23,32,49,86,25.9,113,69,108,
2002,15020,Grand Bend,Point Blake Conservation Area,A,7034,10,21,28,35,50,91,29.8,129,75,131,
2002,15025,London,900 Highbury Ave. N.,A,6775,4,14,22,30,51,87,25.3,116,76,120,
2002,16015,Port Stanley,"43665 Dexter Line, Elgin Water T. Plt",A,4913,14,23,31,42,66,102,INS,131,87,273,
2002,18007,Tiverton,4th Concession/Bruce Rd. 23,A,6583,18,26,32,38,56,88,34.7,136,85,123,
2002,22901,Long Point,Provincial Park,A,7655,12,22,29,38,59,100,32.9,132,90,276,
2002,26060,Kitchener,West Ave./Homewood Ave.,A,7370,6,17,25,33,51,85,27.3,107,78,105,
2002,27067,St. Catharines,"Argyle Cres., Pump Stn.",A,7380,3,13,21,30,50,83,24.1,111,69,101,
2002,28028,Guelph,Exhibition St./Clark St. W.,A,8429,8,20,28,35,47,82,28.4,103,69,96,
2002,29000,Hamilton Downtown,Elgin St./Kelly St.,A,7413,1,9,16,25,45,79,20.4,117,71,69,
2002,29114,Hamilton Mountain,Vickers Rd./E. 18th St.,A,7213,7,17,24,33,53,86,27.7,121,84,118,
2002,29118,Hamilton West,Main St. W./Hwy 403,A,7199,2,10,18,26,43,75,20.5,110,65,31,
2002,31103,Toronto Downtown,Bay St./Wellesley St. W.,A,8722,4,13,22,30,46,77,24.0,104,68,61,
2002,33003,Toronto East,Kennedy Rd./Lawrence Ave. E.,A,8739,2,11,19,28,41,73,21.0,102,57,48,
2002,34020,Toronto North,Hendon Ave./Yonge St.,A,8712,4,13,23,33,47,81,25.1,113,70,96,
2002,35003,Etobicoke West,"Elmcrest Rd., Centennial Park",A,7273,2,10,19,28,46,81,22.0,105,67,78,
2002,36030,York,Clearview Hts./Keele St.,I,7201,3,7,16,26,45,85,20.6,117,64,99,
2002,44008,Burlington,North Shore Blvd. E./Lakeshore Rd.,A,8675,6,16,24,33,48,80,26.3,111,76,86,
2002,44015,Oakville,Bronte Rd./Woburn Cres.,A,7161,4,13,23,32,49,81,25.1,105,64,76,
2002,45025,Oshawa,Ritson Rd. Public School,A,7773,4,14,23,30,40,66,23.2,110,67,35,
2002,46089,Brampton,"525 Main St. N., Peel Manor",A,8717,5,17,25,33,46,76,26.2,107,72,58,
2002,46110,Mississauga,Mississauga General Hospital,A,8342,3,12,21,30,45,79,23.1,111,62,72,
2002,47005,Georgian Bay South,"1385 River Rd. E., Wasaga Beach",A,3408,14,26,34,44,60,90,INS,103,63,85,
2002,47045,Barrie,83 Perry St.,A,8689,5,17,26,34,46,72,26.1,103,63,39,
2002,48002,Stouffville,Hwy 47/ E. Of Hwy 48,A,8536,11,23,30,36,49,82,30.6,129,73,90,
2002,48006,Newmarket,Eagle St. W./McCaffrey Rd.,A,8723,11,23,31,38,51,84,31.4,113,72,115,
2002,49005,Parry Sound,7 Bay St.,A,4715,14,25,31,40,58,82,INS,102,70,53,
2002,49010,Dorset,1026 Bellwood Acres Rd.,A,7919,14,25,33,39,50,74,32.4,106,59,38,
2002,51001,Ottawa Downtown,Rideau St./Wurtemburg St.,A,7990,6,17,24,32,43,64,24.9,90,61,7,
2002,52020,Kingston,133 Dalton St.,A,7404,2,12,21,29,44,80,23.0,115,75,70,
2002,54012,Belleville,"2 Sidney St., Water Treatment Plant",A,3650,7,18,25,33,49,96,INS,111,84,83,
2002,56051,Cornwall,Bedford St./3rd St. W.,A,7098,5,17,24,31,43,71,24.8,87,69,12,
2002,59006,Peterborough,10 Hospital Dr.,A,8685,11,22,30,37,48,85,30.5,116,70,110,
2002,62200,Fort Frances,"Armit Ave./4th Street, Robert Moore P.S.",I,7627,13,22,28,34,43,61,28.4,74,60,0,
2002,63200,Thunder Bay,"615 James St. S., MTO",A,7110,4,17,24,31,39,55,23.4,78,48,0,
2002,71068,Sault Ste. Marie,Wm. Merrifield School,A,7249,6,17,25,31,39,59,24.2,83,53,2,
2002,75010,North Bay,"Chippewa St. W., Dept. National Defence",A,8708,7,20,27,34,44,70,26.8,93,62,21,
2002,77203,Sudbury,Science North,A,8554,14,22,29,35,44,67,29.2,104,65,11,
2001,12008,Windsor Downtown,467 University Ave. W.,A,8688,1,8,17,27,45,77,20.5,112,62,63,
2001,12016,Windsor West,College Ave./South St.,A,8316,0,6,15,25,43,76,19.0,112,58,58,
2001,14064,Sarnia,"Front St. N./CN Tracks, Centennial Park",A,8462,4,15,24,32,48,82,25.6,128,71,93,
2001,14118,Mandaumin,Concession Rd. 26,A,8288,6,17,25,33,46,78,26.5,112,63,63,
2001,15009,Longwoods,Longwoods Conservation Authority,A,8489,5,16,24,33,48,76,26.0,117,65,62,
2001,15013,Parkhill,Puc Building,A,8684,9,19,27,35,49,79,28.6,114,67,67,
2001,15020,Grand Bend,Point Blake Conservation Area,A,8706,11,22,30,39,52,84,31.6,117,72,135,
2001,15025,London,900 Highbury Ave. N.,A,8636,4,14,22,31,47,78,24.2,104,67,68,
2001,18007,Tiverton,4th Concession/Bruce Rd. 23,A,8713,18,27,33,40,52,82,34.7,116,80,102,
2001,22901,Long Point,Provincial Park,A,8381,12,22,30,39,58,90,32.8,137,92,216,
2001,26060,Kitchener,West Ave./Homewood Ave.,A,8686,4,16,24,33,48,78,25.7,99,68,65,
2001,27067,St. Catharines,"Argyle Cres., Pump Stn.",A,8653,0,10,19,28,45,73,21.2,100,66,39,
2001,28028,Guelph,Exhibition St./Clark St. W.,A,8730,6,19,27,36,51,82,28.6,104,72,104,
2001,29000,Hamilton Downtown,Elgin St./Kelly St.,A,8709,0,8,16,25,41,72,18.8,98,67,39,
2001,29114,Hamilton Mountain,Vickers Rd./E. 18th St.,A,8701,3,13,22,31,48,80,24.2,105,72,81,
2001,29118,Hamilton West,Main St. W./Hwy 403,A,8694,0,8,17,25,39,70,18.6,99,66,38,
2001,31103,Toronto Downtown,Bay St./Wellesley St. W.,A,8679,3,11,19,29,44,75,22.0,107,67,47,
2001,33003,Toronto East,Kennedy Rd./Lawrence Ave. E.,A,8717,3,10,18,29,44,77,21.7,110,67,63,
2001,34020,Toronto North,Hendon Ave./Yonge St.,A,8680,4,12,22,31,44,75,23.4,97,68,55,
2001,35003,Etobicoke West,"Elmcrest Rd., Centennial Park",A,8560,1,8,18,28,44,76,21.0,114,64,51,
2001,36030,York,Clearview Hts./Keele St.,I,8702,2,6,15,26,43,77,19.3,119,61,66,
2001,44008,Burlington,North Shore Blvd. E./Lakeshore Rd.,A,8684,4,12,21,31,45,74,23.4,117,69,42,
2001,44015,Oakville,Bronte Rd./Woburn Cres.,A,8052,3,11,21,30,46,73,22.9,107,67,44,
2001,45025,Oshawa,Ritson Rd. Public School,A,8708,4,13,22,31,42,71,23.4,108,60,39,
2001,46089,Brampton,"525 Main St. N., Peel Manor",A,8632,4,15,24,33,47,77,25.4,106,68,53,
2001,46110,Mississauga,Mississauga General Hospital,A,8674,2,10,20,29,46,80,22.4,121,71,86,
2001,48002,Stouffville,Hwy 47/ E. Of Hwy 48,A,8711,10,22,29,38,50,77,30.5,103,73,64,
2001,48006,Newmarket,Eagle St. W./McCaffrey Rd.,A,4935,6,19,27,35,55,87,INS,113,75,89,
2001,49005,Parry Sound,7 Bay St.,A,4381,10,24,34,46,62,91,INS,116,89,108,
2001,49010,Dorset,1026 Bellwood Acres Rd.,A,8695,12,23,30,38,50,77,31.0,98,65,58,
2001,51001,Ottawa Downtown,Rideau St./Wurtemburg St.,A,7890,6,15,23,32,45,71,25.0,92,71,26,
2001,52020,Kingston,133 Dalton St.,A,8584,1,8,18,29,43,72,20.7,97,70,40,
2001,56051,Cornwall,Bedford St./3rd St. W.,A,8439,7,19,27,36,51,80,29.0,108,73,84,
2001,59006,Peterborough,10 Hospital Dr.,A,8667,10,22,30,38,51,81,30.7,117,69,97,
2001,62200,Fort Frances,"Armit Ave./4th Street, Robert Moore P.S.",I,8547,12,23,29,35,45,59,28.9,78,64,0,
2001,63200,Thunder Bay,"615 James St. S., MTO",A,8641,4,16,26,33,43,56,24.4,75,53,0,
2001,71068,Sault Ste. Marie,Wm. Merrifield School,A,8616,6,17,25,33,45,60,25.2,88,65,2,
2001,75010,North Bay,"Chippewa St. W., Dept. National Defence",A,8717,6,17,26,34,47,75,26.6,96,67,51,
2001,77203,Sudbury,Science North,A,8698,10,21,28,36,48,71,29.1,98,76,25,
2000,12008,Windsor Downtown,467 University Ave. W.,A,8663,1,7,16,25,41,66,18.6,103,61,22,
2000,12016,Windsor West,College Ave./South St.,A,8773,0,5,14,23,40,64,17.0,106,59,13,
2000,14064,Sarnia,"Front St. N./CN Tracks, Centennial Park",A,8457,4,15,24,32,43,68,24.3,107,61,15,
2000,14118,Mandaumin,Concession Rd. 26,A,8645,8,17,25,32,44,71,25.9,122,68,42,
2000,15009,Longwoods,Longwoods Conservation Authority,A,8720,5,16,24,32,45,71,24.9,105,66,29,
